Name,City,Raiting,Coordinates,Geometry
Starbucks,Charlotte,3.0,"[-80.826621, 35.196053]","{'Type': 'Point', 'coordinates': [-80.826621, 35.196053]}"
Starbucks,Charlotte,3.5,"[-80.824594, 35.202169]","{'Type': 'Point', 'coordinates': [-80.824594, 35.202169]}"
Starbucks,Charlotte,3.5,"[-80.84328, 35.2014]","{'Type': 'Point', 'coordinates': [-80.84328, 35.2014]}"
Starbucks,Charlotte,4.0,"[-80.838721, 35.205768]","{'Type': 'Point', 'coordinates': [-80.838721, 35.205768]}"
Starbucks,Charlotte,2.5,"[-80.83331, 35.215054]","{'Type': 'Point', 'coordinates': [-80.83331, 35.215054]}"
Starbucks,Charlotte,3.5,"[-80.817933, 35.212487]","{'Type': 'Point', 'coordinates': [-80.817933, 35.212487]}"
Starbucks,Charlotte,3.5,"[-80.862252, 35.20620894]","{'Type': 'Point', 'coordinates': [-80.862252, 35.20620894]}"
Starbucks,Charlotte,3.5,"[-80.845329, 35.222108]","{'Type': 'Point', 'coordinates': [-80.845329, 35.222108]}"
Starbucks,Charlotte,4.5,"[-80.865617, 35.200536]","{'Type': 'Point', 'coordinates': [-80.865617, 35.200536]}"
Starbucks,Charlotte,1.5,"[-80.810313, 35.2198]","{'Type': 'Point', 'coordinates': [-80.810313, 35.2198]}"
Starbucks,Charlotte,2.5,"[-80.8506728178792, 35.171241]","{'Type': 'Point', 'coordinates': [-80.8506728178792, 35.171241]}"
Starbucks,Charlotte,3.5,"[-80.84356, 35.22508]","{'Type': 'Point', 'coordinates': [-80.84356, 35.22508]}"
Starbucks,Charlotte,3.5,"[-80.799929, 35.177029]","{'Type': 'Point', 'coordinates': [-80.799929, 35.177029]}"
Starbucks,Charlotte,3.5,"[-80.843315, 35.226514]","{'Type': 'Point', 'coordinates': [-80.843315, 35.226514]}"
Starbucks,Charlotte,3.5,"[-80.848548, 35.224875]","{'Type': 'Point', 'coordinates': [-80.848548, 35.224875]}"
Starbucks,Charlotte,3.0,"[-80.842714, 35.22764]","{'Type': 'Point', 'coordinates': [-80.842714, 35.22764]}"
Starbucks,Charlotte,3.5,"[-80.850508, 35.2336302428367]","{'Type': 'Point', 'coordinates': [-80.850508, 35.2336302428367]}"
Starbucks,Charlotte,4.0,"[-80.825355, 35.15307]","{'Type': 'Point', 'coordinates': [-80.825355, 35.15307]}"
Starbucks,Charlotte,3.5,"[-80.830793, 35.151875]","{'Type': 'Point', 'coordinates': [-80.830793, 35.151875]}"
Starbucks,Charlotte,2.0,"[-80.831565, 35.146105]","{'Type': 'Point', 'coordinates': [-80.831565, 35.146105]}"
Starbucks,Charlotte,4.0,"[-80.7586621028286, 35.1846473849171]","{'Type': 'Point', 'coordinates': [-80.7586621028286, 35.1846473849171]}"
Starbucks,Charlotte,4.5,"[-80.915676, 35.181463]","{'Type': 'Point', 'coordinates': [-80.915676, 35.181463]}"
Starbucks,Charlotte,2.5,"[-80.823672, 35.11699]","{'Type': 'Point', 'coordinates': [-80.823672, 35.11699]}"
Starbucks,Charlotte,3.0,"[-80.904259, 35.136805]","{'Type': 'Point', 'coordinates': [-80.904259, 35.136805]}"
Starbucks,Charlotte,4.0,"[-80.936134, 35.23076]","{'Type': 'Point', 'coordinates': [-80.936134, 35.23076]}"
Starbucks,Charlotte,2.0,"[-80.9422970618954, 35.218278840324]","{'Type': 'Point', 'coordinates': [-80.9422970618954, 35.218278840324]}"
Starbucks,Charlotte,2.5,"[-80.941907, 35.220626]","{'Type': 'Point', 'coordinates': [-80.941907, 35.220626]}"
Starbucks,Charlotte,3.0,"[-80.940675, 35.224265]","{'Type': 'Point', 'coordinates': [-80.940675, 35.224265]}"
Starbucks,Charlotte,2.5,"[-80.940682, 35.224266]","{'Type': 'Point', 'coordinates': [-80.940682, 35.224266]}"
Starbucks,Charlotte,1.0,"[-80.943658, 35.220525]","{'Type': 'Point', 'coordinates': [-80.943658, 35.220525]}"
Starbucks,Charlotte,2.5,"[-80.94385377, 35.22044896]","{'Type': 'Point', 'coordinates': [-80.94385377, 35.22044896]}"
Starbucks,Charlotte,1.0,"[-80.87873, 35.108353]","{'Type': 'Point', 'coordinates': [-80.87873, 35.108353]}"
Starbucks,Charlotte,2.5,"[-80.94531, 35.218067]","{'Type': 'Point', 'coordinates': [-80.94531, 35.218067]}"
Starbucks,Charlotte,3.5,"[-80.94465961, 35.22040579]","{'Type': 'Point', 'coordinates': [-80.94465961, 35.22040579]}"
Starbucks,Charlotte,4.0,"[-80.94467282, 35.22066481]","{'Type': 'Point', 'coordinates': [-80.94467282, 35.22066481]}"
Starbucks,Charlotte,5.0,"[-80.94170152, 35.22899215]","{'Type': 'Point', 'coordinates': [-80.94170152, 35.22899215]}"
Starbucks,Charlotte,3.0,"[-80.94504271, 35.22065401]","{'Type': 'Point', 'coordinates': [-80.94504271, 35.22065401]}"
Starbucks,Charlotte,2.0,"[-80.944628, 35.222612]","{'Type': 'Point', 'coordinates': [-80.944628, 35.222612]}"
Starbucks,Charlotte,2.5,"[-80.937235, 35.136617]","{'Type': 'Point', 'coordinates': [-80.937235, 35.136617]}"
Starbucks,Charlotte,5.0,"[-80.784604, 35.096528]","{'Type': 'Point', 'coordinates': [-80.784604, 35.096528]}"
Starbucks,Charlotte,1.5,"[-80.947296, 35.1466]","{'Type': 'Point', 'coordinates': [-80.947296, 35.1466]}"
Starbucks,Charlotte,2.5,"[-80.76529972, 35.29041609]","{'Type': 'Point', 'coordinates': [-80.76529972, 35.29041609]}"
Starbucks,Charlotte,2.5,"[-80.87184, 35.088672]","{'Type': 'Point', 'coordinates': [-80.87184, 35.088672]}"
Starbucks,Charlotte,2.5,"[-80.970396, 35.169128]","{'Type': 'Point', 'coordinates': [-80.970396, 35.169128]}"
Starbucks,Charlotte,3.5,"[-80.817079, 35.078106]","{'Type': 'Point', 'coordinates': [-80.817079, 35.078106]}"
Starbucks,Charlotte,4.0,"[-80.9708210063421, 35.1619944687886]","{'Type': 'Point', 'coordinates': [-80.9708210063421, 35.1619944687886]}"
Starbucks,Pineville,3.0,"[-80.87649, 35.082139]","{'Type': 'Point', 'coordinates': [-80.87649, 35.082139]}"
Starbucks,Matthews,2.5,"[-80.709756, 35.125217]","{'Type': 'Point', 'coordinates': [-80.709756, 35.125217]}"
Starbucks,Charlotte,3.0,"[-80.972978, 35.160507]","{'Type': 'Point', 'coordinates': [-80.972978, 35.160507]}"
Starbucks,Matthews,3.0,"[-80.702906, 35.128056]","{'Type': 'Point', 'coordinates': [-80.702906, 35.128056]}"
