Name,City,Raiting,Coordinates,Geometry
Starbucks,Omaha,4.0,"[-96.048279, 41.249132]","{'Type': 'Point', 'coordinates': [-96.048279, 41.249132]}"
Starbucks,Omaha,4.0,"[-96.023076, 41.246452]","{'Type': 'Point', 'coordinates': [-96.023076, 41.246452]}"
Starbucks,Omaha,2.5,"[-96.023496, 41.25837]","{'Type': 'Point', 'coordinates': [-96.023496, 41.25837]}"
Starbucks,Omaha,3.5,"[-96.025325, 41.26089]","{'Type': 'Point', 'coordinates': [-96.025325, 41.26089]}"
Starbucks,Omaha,3.0,"[-96.090552, 41.2621329895488]","{'Type': 'Point', 'coordinates': [-96.090552, 41.2621329895488]}"
Starbucks,Omaha,3.0,"[-96.103551, 41.233606]","{'Type': 'Point', 'coordinates': [-96.103551, 41.233606]}"
Starbucks,Omaha,4.0,"[-96.063556, 41.2039453]","{'Type': 'Point', 'coordinates': [-96.063556, 41.2039453]}"
Starbucks,Omaha,4.0,"[-96.107896, 41.21435]","{'Type': 'Point', 'coordinates': [-96.107896, 41.21435]}"
Starbucks,Omaha,3.5,"[-96.1096073299822, 41.2139991019859]","{'Type': 'Point', 'coordinates': [-96.1096073299822, 41.2139991019859]}"
Starbucks,Omaha,4.0,"[-95.962295, 41.2581]","{'Type': 'Point', 'coordinates': [-95.962295, 41.2581]}"
Starbucks,Omaha,4.0,"[-96.116858, 41.294437]","{'Type': 'Point', 'coordinates': [-96.116858, 41.294437]}"
Starbucks,Omaha,4.0,"[-96.121344, 41.294223]","{'Type': 'Point', 'coordinates': [-96.121344, 41.294223]}"
Starbucks,Omaha,3.0,"[-96.027039, 41.318619]","{'Type': 'Point', 'coordinates': [-96.027039, 41.318619]}"
Starbucks,Papillion,3.0,"[-96.045079, 41.17485]","{'Type': 'Point', 'coordinates': [-96.045079, 41.17485]}"
Starbucks,Omaha,3.5,"[-95.949771, 41.264456]","{'Type': 'Point', 'coordinates': [-95.949771, 41.264456]}"
Starbucks,Omaha,3.0,"[-96.145225, 41.291463]","{'Type': 'Point', 'coordinates': [-96.145225, 41.291463]}"
Starbucks,Omaha,3.0,"[-96.160488, 41.262343]","{'Type': 'Point', 'coordinates': [-96.160488, 41.262343]}"
Starbucks,Papillion,1.0,"[-96.04485, 41.165234]","{'Type': 'Point', 'coordinates': [-96.04485, 41.165234]}"
Starbucks,Omaha,4.0,"[-95.936064, 41.258479]","{'Type': 'Point', 'coordinates': [-95.936064, 41.258479]}"
Starbucks,Omaha,3.0,"[-95.929767, 41.260926]","{'Type': 'Point', 'coordinates': [-95.929767, 41.260926]}"
Starbucks,Omaha,4.5,"[-96.160604, 41.2897571]","{'Type': 'Point', 'coordinates': [-96.160604, 41.2897571]}"
Starbucks,Omaha,3.0,"[-96.186959, 41.234615]","{'Type': 'Point', 'coordinates': [-96.186959, 41.234615]}"
Starbucks,Omaha,1.0,"[-96.180168, 41.289501]","{'Type': 'Point', 'coordinates': [-96.180168, 41.289501]}"
Starbucks,Papillion,3.0,"[-96.0231452, 41.137877]","{'Type': 'Point', 'coordinates': [-96.0231452, 41.137877]}"
Starbucks,Omaha,3.0,"[-96.193628, 41.206896]","{'Type': 'Point', 'coordinates': [-96.193628, 41.206896]}"
Starbucks,Bellevue,2.0,"[-95.968636, 41.142411]","{'Type': 'Point', 'coordinates': [-95.968636, 41.142411]}"
Starbucks,Bellevue,3.5,"[-95.97033, 41.140907]","{'Type': 'Point', 'coordinates': [-95.97033, 41.140907]}"
Starbucks,Bellevue,2.5,"[-95.9348760646276, 41.158186]","{'Type': 'Point', 'coordinates': [-95.9348760646276, 41.158186]}"
Starbucks,Omaha,3.5,"[-96.23511, 41.265682]","{'Type': 'Point', 'coordinates': [-96.23511, 41.265682]}"
Starbucks,Council Bluffs,3.5,"[-95.83940795, 41.21978699]","{'Type': 'Point', 'coordinates': [-95.83940795, 41.21978699]}"
Starbucks,Bellevue,3.5,"[-95.924312, 41.118993]","{'Type': 'Point', 'coordinates': [-95.924312, 41.118993]}"
Starbucks,Council Bluffs,3.5,"[-95.833857, 41.220632]","{'Type': 'Point', 'coordinates': [-95.833857, 41.220632]}"
Starbucks,Council Bluffs,4.0,"[-95.825644, 41.244504]","{'Type': 'Point', 'coordinates': [-95.825644, 41.244504]}"
