Name,City,Raiting,Coordinates,Geometry
Starbucks,Frisco,2.5,"[-96.804918, 33.137265]","{'Type': 'Point', 'coordinates': [-96.804918, 33.137265]}"
Starbucks,Frisco,2.0,"[-96.803766, 33.118865]","{'Type': 'Point', 'coordinates': [-96.803766, 33.118865]}"
Starbucks,Frisco,3.0,"[-96.839, 33.1140327453613]","{'Type': 'Point', 'coordinates': [-96.839, 33.1140327453613]}"
Starbucks,Frisco,3.0,"[-96.806654, 33.108293]","{'Type': 'Point', 'coordinates': [-96.806654, 33.108293]}"
Starbucks,Frisco,2.0,"[-96.805834, 33.10672]","{'Type': 'Point', 'coordinates': [-96.805834, 33.10672]}"
Starbucks,Frisco,4.0,"[-96.8093, 33.100468]","{'Type': 'Point', 'coordinates': [-96.8093, 33.100468]}"
Starbucks,Frisco,3.0,"[-96.811959, 33.099338]","{'Type': 'Point', 'coordinates': [-96.811959, 33.099338]}"
Starbucks,Frisco,2.5,"[-96.861949, 33.152635]","{'Type': 'Point', 'coordinates': [-96.861949, 33.152635]}"
Starbucks,Plano,3.0,"[-96.8065211176872, 33.090603]","{'Type': 'Point', 'coordinates': [-96.8065211176872, 33.090603]}"
Starbucks,Frisco,2.5,"[-96.836835, 33.175506]","{'Type': 'Point', 'coordinates': [-96.836835, 33.175506]}"
Starbucks,Frisco,2.0,"[-96.843864, 33.175255]","{'Type': 'Point', 'coordinates': [-96.843864, 33.175255]}"
Starbucks,Plano,2.5,"[-96.766425, 33.10968]","{'Type': 'Point', 'coordinates': [-96.766425, 33.10968]}"
Starbucks,Plano,3.0,"[-96.820904, 33.077503]","{'Type': 'Point', 'coordinates': [-96.820904, 33.077503]}"
Starbucks,Frisco,3.5,"[-96.888719, 33.125462]","{'Type': 'Point', 'coordinates': [-96.888719, 33.125462]}"
Starbucks,Little Elm,3.0,"[-96.891488, 33.1672765149712]","{'Type': 'Point', 'coordinates': [-96.891488, 33.1672765149712]}"
Starbucks,Plano,3.0,"[-96.771361, 33.073741]","{'Type': 'Point', 'coordinates': [-96.771361, 33.073741]}"
Starbucks,Little Elm,3.5,"[-96.884571, 33.177757]","{'Type': 'Point', 'coordinates': [-96.884571, 33.177757]}"
Starbucks,Little Elm,4.0,"[-96.891136, 33.170166]","{'Type': 'Point', 'coordinates': [-96.891136, 33.170166]}"
Starbucks,Frisco,2.5,"[-96.733978, 33.126387]","{'Type': 'Point', 'coordinates': [-96.733978, 33.126387]}"
Starbucks,Mckinney,3.0,"[-96.730373, 33.129124]","{'Type': 'Point', 'coordinates': [-96.730373, 33.129124]}"
Starbucks,Plano,5.0,"[-96.83116651, 33.05189801]","{'Type': 'Point', 'coordinates': [-96.83116651, 33.05189801]}"
Starbucks,Plano,3.5,"[-96.795723, 33.052386]","{'Type': 'Point', 'coordinates': [-96.795723, 33.052386]}"
Starbucks,Frisco,2.5,"[-96.733468, 33.172844]","{'Type': 'Point', 'coordinates': [-96.733468, 33.172844]}"
