Name,City,Raiting,Coordinates,Geometry
Starbucks,Laguna Woods,3.0,"[-117.713259, 33.612452]","{'Type': 'Point', 'coordinates': [-117.713259, 33.612452]}"
Starbucks,Laguna Hills,3.5,"[-117.699328, 33.5904938076004]","{'Type': 'Point', 'coordinates': [-117.699328, 33.5904938076004]}"
Starbucks,Laguna Woods,3.0,"[-117.725364, 33.609616]","{'Type': 'Point', 'coordinates': [-117.725364, 33.609616]}"
Starbucks,Mission Viejo,5.0,"[-117.688732, 33.606269]","{'Type': 'Point', 'coordinates': [-117.688732, 33.606269]}"
Starbucks,Aliso Viejo,3.5,"[-117.721489, 33.587858]","{'Type': 'Point', 'coordinates': [-117.721489, 33.587858]}"
Starbucks,Laguna Hills,3.0,"[-117.731439, 33.608664]","{'Type': 'Point', 'coordinates': [-117.731439, 33.608664]}"
Starbucks,Laguna Hills,3.5,"[-117.677362292279, 33.5965878561142]","{'Type': 'Point', 'coordinates': [-117.677362292279, 33.5965878561142]}"
Starbucks,Mission Viejo,3.0,"[-117.679430494906, 33.6135510315381]","{'Type': 'Point', 'coordinates': [-117.679430494906, 33.6135510315381]}"
Starbucks,Lake Forest,3.0,"[-117.70534332199, 33.629357]","{'Type': 'Point', 'coordinates': [-117.70534332199, 33.629357]}"
Starbucks,Lake Forest,2.5,"[-117.717971, 33.629913]","{'Type': 'Point', 'coordinates': [-117.717971, 33.629913]}"
Starbucks,Mission Viejo,3.5,"[-117.673688, 33.600745]","{'Type': 'Point', 'coordinates': [-117.673688, 33.600745]}"
Starbucks,Aliso Viejo,3.5,"[-117.70734, 33.571735]","{'Type': 'Point', 'coordinates': [-117.70734, 33.571735]}"
Starbucks,Mission Viejo,5.0,"[-117.681574, 33.623409]","{'Type': 'Point', 'coordinates': [-117.681574, 33.623409]}"
Starbucks,Laguna Niguel,3.0,"[-117.714201, 33.570512]","{'Type': 'Point', 'coordinates': [-117.714201, 33.570512]}"
Starbucks,Aliso Viejo,3.5,"[-117.707241, 33.569878]","{'Type': 'Point', 'coordinates': [-117.707241, 33.569878]}"
Starbucks,Aliso Viejo,3.5,"[-117.725451, 33.571507]","{'Type': 'Point', 'coordinates': [-117.725451, 33.571507]}"
Starbucks,Laguna Niguel,3.5,"[-117.7131, 33.566367]","{'Type': 'Point', 'coordinates': [-117.7131, 33.566367]}"
Starbucks,Mission Viejo,3.5,"[-117.668967, 33.579716]","{'Type': 'Point', 'coordinates': [-117.668967, 33.579716]}"
Starbucks,Lake Forest,3.5,"[-117.6783639, 33.638474]","{'Type': 'Point', 'coordinates': [-117.6783639, 33.638474]}"
Starbucks,Mission Viejo,2.0,"[-117.657899, 33.585957]","{'Type': 'Point', 'coordinates': [-117.657899, 33.585957]}"
Starbucks,Laguna Niguel,3.5,"[-117.710239, 33.556054]","{'Type': 'Point', 'coordinates': [-117.710239, 33.556054]}"
Starbucks,Laguna Niguel,2.0,"[-117.685627, 33.556321]","{'Type': 'Point', 'coordinates': [-117.685627, 33.556321]}"
Starbucks,Irvine,4.0,"[-117.743837, 33.646047]","{'Type': 'Point', 'coordinates': [-117.743837, 33.646047]}"
Starbucks,Lake Forest,3.0,"[-117.701931, 33.6557737954893]","{'Type': 'Point', 'coordinates': [-117.701931, 33.6557737954893]}"
Starbucks,Mission Viejo,3.0,"[-117.66873, 33.558036]","{'Type': 'Point', 'coordinates': [-117.66873, 33.558036]}"
Starbucks,Irvine,3.0,"[-117.74513, 33.650475]","{'Type': 'Point', 'coordinates': [-117.74513, 33.650475]}"
Starbucks,Irvine,3.5,"[-117.7384646, 33.654446]","{'Type': 'Point', 'coordinates': [-117.7384646, 33.654446]}"
Starbucks,Irvine,3.0,"[-117.74569683, 33.652207]","{'Type': 'Point', 'coordinates': [-117.74569683, 33.652207]}"
Starbucks,Irvine,2.5,"[-117.745782448313, 33.6521387136586]","{'Type': 'Point', 'coordinates': [-117.745782448313, 33.6521387136586]}"
Starbucks,Mission Viejo,3.0,"[-117.671085628617, 33.5506487540336]","{'Type': 'Point', 'coordinates': [-117.671085628617, 33.5506487540336]}"
Starbucks,Irvine,3.5,"[-117.750485, 33.653163]","{'Type': 'Point', 'coordinates': [-117.750485, 33.653163]}"
Starbucks,Irvine,2.5,"[-117.748373, 33.657373]","{'Type': 'Point', 'coordinates': [-117.748373, 33.657373]}"
Starbucks,Ladera Ranch,4.0,"[-117.6469909, 33.5632981]","{'Type': 'Point', 'coordinates': [-117.6469909, 33.5632981]}"
Starbucks,Mission Viejo,3.5,"[-117.635986, 33.62772]","{'Type': 'Point', 'coordinates': [-117.635986, 33.62772]}"
Starbucks,Rancho Santa Margarita,3.5,"[-117.632447, 33.582965]","{'Type': 'Point', 'coordinates': [-117.632447, 33.582965]}"
Starbucks,Lake Forest,3.0,"[-117.668697, 33.660382]","{'Type': 'Point', 'coordinates': [-117.668697, 33.660382]}"
Starbucks,Mission Viejo,2.5,"[-117.647378, 33.652054708041]","{'Type': 'Point', 'coordinates': [-117.647378, 33.652054708041]}"
