Name,City,Raiting,Coordinates,Geometry
Starbucks,Bellevue,3.5,"[-122.180794, 47.615967]","{'Type': 'Point', 'coordinates': [-122.180794, 47.615967]}"
Starbucks,Bellevue,3.0,"[-122.185917, 47.621006]","{'Type': 'Point', 'coordinates': [-122.185917, 47.621006]}"
Starbucks,Bellevue,2.0,"[-122.193144, 47.617587]","{'Type': 'Point', 'coordinates': [-122.193144, 47.617587]}"
Starbucks,Bellevue,3.5,"[-122.196644, 47.61261]","{'Type': 'Point', 'coordinates': [-122.196644, 47.61261]}"
Starbucks,Bellevue,3.5,"[-122.195913, 47.615298]","{'Type': 'Point', 'coordinates': [-122.195913, 47.615298]}"
Starbucks,Bellevue,4.5,"[-122.18489, 47.624267]","{'Type': 'Point', 'coordinates': [-122.18489, 47.624267]}"
Starbucks,Bellevue,3.5,"[-122.196532, 47.615883]","{'Type': 'Point', 'coordinates': [-122.196532, 47.615883]}"
Starbucks,Bellevue,4.5,"[-122.198263, 47.616457]","{'Type': 'Point', 'coordinates': [-122.198263, 47.616457]}"
Starbucks,Bellevue,3.0,"[-122.200723, 47.610618]","{'Type': 'Point', 'coordinates': [-122.200723, 47.610618]}"
Starbucks,Bellevue,1.0,"[-122.200883, 47.613046]","{'Type': 'Point', 'coordinates': [-122.200883, 47.613046]}"
Starbucks,Bellevue,3.5,"[-122.15473, 47.62576]","{'Type': 'Point', 'coordinates': [-122.15473, 47.62576]}"
Starbucks,Bellevue,3.0,"[-122.201978, 47.617002]","{'Type': 'Point', 'coordinates': [-122.201978, 47.617002]}"
Starbucks,Bellevue,2.5,"[-122.142587, 47.609032]","{'Type': 'Point', 'coordinates': [-122.142587, 47.609032]}"
Starbucks,Bellevue,2.5,"[-122.203621942406, 47.615714]","{'Type': 'Point', 'coordinates': [-122.203621942406, 47.615714]}"
Starbucks,Bellevue,2.5,"[-122.148775, 47.596722]","{'Type': 'Point', 'coordinates': [-122.148775, 47.596722]}"
Starbucks,Bellevue,3.0,"[-122.203971, 47.617841]","{'Type': 'Point', 'coordinates': [-122.203971, 47.617841]}"
Starbucks,Bellevue,3.0,"[-122.205352, 47.61844]","{'Type': 'Point', 'coordinates': [-122.205352, 47.61844]}"
Starbucks,Bellevue,2.5,"[-122.144189, 47.628905]","{'Type': 'Point', 'coordinates': [-122.144189, 47.628905]}"
Starbucks,Redmond,3.5,"[-122.141072, 47.628146]","{'Type': 'Point', 'coordinates': [-122.141072, 47.628146]}"
Starbucks,Bellevue,3.0,"[-122.131003, 47.618855]","{'Type': 'Point', 'coordinates': [-122.131003, 47.618855]}"
Starbucks,Bellevue,2.5,"[-122.130992, 47.61883]","{'Type': 'Point', 'coordinates': [-122.130992, 47.61883]}"
Starbucks,Bellevue,3.0,"[-122.13197, 47.622086]","{'Type': 'Point', 'coordinates': [-122.13197, 47.622086]}"
Starbucks,Bellevue,2.0,"[-122.200932, 47.634919]","{'Type': 'Point', 'coordinates': [-122.200932, 47.634919]}"
Starbucks,Redmond,3.5,"[-122.140511, 47.632434]","{'Type': 'Point', 'coordinates': [-122.140511, 47.632434]}"
Starbucks,Bellevue,3.0,"[-122.1672132, 47.578647]","{'Type': 'Point', 'coordinates': [-122.1672132, 47.578647]}"
Starbucks,Bellevue,2.5,"[-122.167445, 47.5783]","{'Type': 'Point', 'coordinates': [-122.167445, 47.5783]}"
Starbucks,Bellevue,3.5,"[-122.168868, 47.57737]","{'Type': 'Point', 'coordinates': [-122.168868, 47.57737]}"
Starbucks,Bellevue,5.0,"[-122.171308, 47.575975]","{'Type': 'Point', 'coordinates': [-122.171308, 47.575975]}"
Starbucks,Bellevue,1.5,"[-122.17289, 47.57418]","{'Type': 'Point', 'coordinates': [-122.17289, 47.57418]}"
Starbucks,Bellevue,3.5,"[-122.134899, 47.581863]","{'Type': 'Point', 'coordinates': [-122.134899, 47.581863]}"
Starbucks,Bellevue,2.0,"[-122.1374253, 47.57656718]","{'Type': 'Point', 'coordinates': [-122.1374253, 47.57656718]}"
Starbucks,Mercer Island,3.5,"[-122.235238, 47.586466]","{'Type': 'Point', 'coordinates': [-122.235238, 47.586466]}"
Starbucks,Mercer Island,2.5,"[-122.236927, 47.587024]","{'Type': 'Point', 'coordinates': [-122.236927, 47.587024]}"
Starbucks,Kirkland,3.0,"[-122.206663, 47.65657]","{'Type': 'Point', 'coordinates': [-122.206663, 47.65657]}"
Starbucks,Kirkland,3.5,"[-122.16586, 47.665103]","{'Type': 'Point', 'coordinates': [-122.16586, 47.665103]}"
Starbucks,Kirkland,3.5,"[-122.196733, 47.666429]","{'Type': 'Point', 'coordinates': [-122.196733, 47.666429]}"
Starbucks,Bellevue,2.5,"[-122.11444833, 47.55864167]","{'Type': 'Point', 'coordinates': [-122.11444833, 47.55864167]}"
Starbucks,Newcastle,2.5,"[-122.1619215, 47.54386241]","{'Type': 'Point', 'coordinates': [-122.1619215, 47.54386241]}"
Starbucks,Kirkland,3.5,"[-122.177852, 47.678993]","{'Type': 'Point', 'coordinates': [-122.177852, 47.678993]}"
Starbucks,Kirkland,2.0,"[-122.173673, 47.679008]","{'Type': 'Point', 'coordinates': [-122.173673, 47.679008]}"
Starbucks,Kirkland,3.5,"[-122.199726104736, 47.6769901125659]","{'Type': 'Point', 'coordinates': [-122.199726104736, 47.6769901125659]}"
Starbucks,Kirkland,3.0,"[-122.206571594941, 47.675855]","{'Type': 'Point', 'coordinates': [-122.206571594941, 47.675855]}"
