Name,City,Raiting,Coordinates,Geometry
Starbucks,Culver City,1.0,"[-118.393394, 34.002155]","{'Type': 'Point', 'coordinates': [-118.393394, 34.002155]}"
Starbucks,Culver City,2.0,"[-118.39453, 34.000767]","{'Type': 'Point', 'coordinates': [-118.39453, 34.000767]}"
Starbucks,Culver City,2.5,"[-118.39384, 33.9968917760629]","{'Type': 'Point', 'coordinates': [-118.39384, 33.9968917760629]}"
Starbucks,Culver City,3.0,"[-118.405472033278, 34.0171386521846]","{'Type': 'Point', 'coordinates': [-118.405472033278, 34.0171386521846]}"
Starbucks,Culver City,3.0,"[-118.412573, 34.006898]","{'Type': 'Point', 'coordinates': [-118.412573, 34.006898]}"
Starbucks,Culver City,3.5,"[-118.396124, 34.02229]","{'Type': 'Point', 'coordinates': [-118.396124, 34.02229]}"
Starbucks,Culver City,3.0,"[-118.392747, 33.988173]","{'Type': 'Point', 'coordinates': [-118.392747, 33.988173]}"
Starbucks,Los Angeles,2.5,"[-118.392835, 34.0272]","{'Type': 'Point', 'coordinates': [-118.392835, 34.0272]}"
Starbucks,Mesquite,2.5,"[-114.065976, 36.814718]","{'Type': 'Point', 'coordinates': [-114.065976, 36.814718]}"
Starbucks,Culver City,1.5,"[-118.3949422, 33.98538694]","{'Type': 'Point', 'coordinates': [-118.3949422, 33.98538694]}"
Starbucks,Los Angeles,3.5,"[-118.401007, 34.031081]","{'Type': 'Point', 'coordinates': [-118.401007, 34.031081]}"
Starbucks,Los Angeles,2.0,"[-118.373408, 34.022631]","{'Type': 'Point', 'coordinates': [-118.373408, 34.022631]}"
Starbucks,Los Angeles,3.0,"[-118.408946, 33.981598]","{'Type': 'Point', 'coordinates': [-118.408946, 33.981598]}"
Starbucks,Los Angeles,3.0,"[-118.3718895, 34.026892]","{'Type': 'Point', 'coordinates': [-118.3718895, 34.026892]}"
Starbucks,Los Angeles,3.0,"[-118.39187, 33.977731]","{'Type': 'Point', 'coordinates': [-118.39187, 33.977731]}"
Starbucks,Los Angeles,2.5,"[-118.433664, 34.003209]","{'Type': 'Point', 'coordinates': [-118.433664, 34.003209]}"
Starbucks,Los Angeles,3.0,"[-118.427113, 34.026478]","{'Type': 'Point', 'coordinates': [-118.427113, 34.026478]}"
Starbucks,Los Angeles,4.0,"[-118.427726, 34.027239]","{'Type': 'Point', 'coordinates': [-118.427726, 34.027239]}"
Starbucks,Los Angeles,3.5,"[-118.431224785745, 34.0255266885164]","{'Type': 'Point', 'coordinates': [-118.431224785745, 34.0255266885164]}"
Starbucks,Playa Vista,3.5,"[-118.417641, 33.97656]","{'Type': 'Point', 'coordinates': [-118.417641, 33.97656]}"
Starbucks,Los Angeles,5.0,"[-118.433386, 34.025806]","{'Type': 'Point', 'coordinates': [-118.433386, 34.025806]}"
Starbucks,Los Angeles,3.5,"[-118.37158, 33.97894]","{'Type': 'Point', 'coordinates': [-118.37158, 33.97894]}"
Starbucks,Los Angeles,3.5,"[-118.4389915, 34.022749]","{'Type': 'Point', 'coordinates': [-118.4389915, 34.022749]}"
Starbucks,Inglewood,2.5,"[-118.36993, 33.97752]","{'Type': 'Point', 'coordinates': [-118.36993, 33.97752]}"
Starbucks,Los Angeles,3.5,"[-118.354611, 34.020443]","{'Type': 'Point', 'coordinates': [-118.354611, 34.020443]}"
Starbucks,Los Angeles,2.5,"[-118.41903, 33.970721]","{'Type': 'Point', 'coordinates': [-118.41903, 33.970721]}"
Starbucks,Marina Del Rey,2.5,"[-118.43958, 33.985106]","{'Type': 'Point', 'coordinates': [-118.43958, 33.985106]}"
Starbucks,Los Angeles,3.0,"[-118.429989, 34.039606]","{'Type': 'Point', 'coordinates': [-118.429989, 34.039606]}"
Starbucks,Los Angeles,2.5,"[-118.376114, 34.046118]","{'Type': 'Point', 'coordinates': [-118.376114, 34.046118]}"
Starbucks,Marina Del Rey,2.5,"[-118.443152, 33.986017]","{'Type': 'Point', 'coordinates': [-118.443152, 33.986017]}"
Starbucks,Marina Del Rey,3.0,"[-118.446626, 33.991367]","{'Type': 'Point', 'coordinates': [-118.446626, 33.991367]}"
Starbucks,Marina Del Rey,3.5,"[-118.437827, 33.978721]","{'Type': 'Point', 'coordinates': [-118.437827, 33.978721]}"
Starbucks,Marina Del Rey,3.0,"[-118.443489, 33.984363]","{'Type': 'Point', 'coordinates': [-118.443489, 33.984363]}"
Starbucks,Los Angeles,3.5,"[-118.431594, 34.04315]","{'Type': 'Point', 'coordinates': [-118.431594, 34.04315]}"
Starbucks,Inglewood,2.5,"[-118.357941, 33.975528]","{'Type': 'Point', 'coordinates': [-118.357941, 33.975528]}"
Starbucks,Los Angeles,2.5,"[-118.440949, 34.038126]","{'Type': 'Point', 'coordinates': [-118.440949, 34.038126]}"
Starbucks,Los Angeles,2.0,"[-118.39791, 34.054942]","{'Type': 'Point', 'coordinates': [-118.39791, 34.054942]}"
Starbucks,Santa Monica,2.5,"[-118.454727188257, 34.019731]","{'Type': 'Point', 'coordinates': [-118.454727188257, 34.019731]}"
Starbucks,Los Angeles,2.5,"[-118.420066, 33.961763]","{'Type': 'Point', 'coordinates': [-118.420066, 33.961763]}"
Starbucks,Los Angeles,3.5,"[-118.383531, 34.054901]","{'Type': 'Point', 'coordinates': [-118.383531, 34.054901]}"
Starbucks,Los Angeles,3.0,"[-118.396921, 33.956712]","{'Type': 'Point', 'coordinates': [-118.396921, 33.956712]}"
Starbucks,Los Angeles,2.0,"[-118.448916, 34.034875]","{'Type': 'Point', 'coordinates': [-118.448916, 34.034875]}"
Starbucks,Los Angeles,5.0,"[-118.397775, 33.956332]","{'Type': 'Point', 'coordinates': [-118.397775, 33.956332]}"
Starbucks,Westchester,3.5,"[-118.395963041394, 33.956055]","{'Type': 'Point', 'coordinates': [-118.395963041394, 33.956055]}"
Starbucks,Westwood,3.0,"[-118.435394, 34.048347]","{'Type': 'Point', 'coordinates': [-118.435394, 34.048347]}"
