Name,City,Raiting,Coordinates,Geometry
Starbucks,Santa Barbara,3.0,"[-119.70583, 34.424064]","{'Type': 'Point', 'coordinates': [-119.70583, 34.424064]}"
Starbucks,Santa Barbara,2.0,"[-119.704071, 34.420197]","{'Type': 'Point', 'coordinates': [-119.704071, 34.420197]}"
Starbucks,Santa Barbara,2.5,"[-119.704452981, 34.4194400142]","{'Type': 'Point', 'coordinates': [-119.704452981, 34.4194400142]}"
Starbucks,Santa Barbara,3.5,"[-119.704388, 34.419347]","{'Type': 'Point', 'coordinates': [-119.704388, 34.419347]}"
Starbucks,Santa Barbara,2.5,"[-119.699523, 34.419898]","{'Type': 'Point', 'coordinates': [-119.699523, 34.419898]}"
Starbucks,Santa Barbara,3.5,"[-119.696583218574, 34.4175094908275]","{'Type': 'Point', 'coordinates': [-119.696583218574, 34.4175094908275]}"
Starbucks,Santa Barbara,3.0,"[-119.72339, 34.402329]","{'Type': 'Point', 'coordinates': [-119.72339, 34.402329]}"
Starbucks,Santa Barbara,3.5,"[-119.748331, 34.438351]","{'Type': 'Point', 'coordinates': [-119.748331, 34.438351]}"
Starbucks,Santa Barbara,2.5,"[-119.752446, 34.438884]","{'Type': 'Point', 'coordinates': [-119.752446, 34.438884]}"
Starbucks,Santa Barbara,3.5,"[-119.650254, 34.421735]","{'Type': 'Point', 'coordinates': [-119.650254, 34.421735]}"
Starbucks,Santa Barbara,3.5,"[-119.788415823526, 34.4435277208427]","{'Type': 'Point', 'coordinates': [-119.788415823526, 34.4435277208427]}"
Starbucks,Goleta,4.5,"[-119.80399, 34.435772]","{'Type': 'Point', 'coordinates': [-119.80399, 34.435772]}"
Starbucks,Goleta,2.5,"[-119.832239, 34.441887]","{'Type': 'Point', 'coordinates': [-119.832239, 34.441887]}"
Starbucks,Santa Barbara,3.0,"[-119.848143, 34.411595]","{'Type': 'Point', 'coordinates': [-119.848143, 34.411595]}"
