Name,City,Raiting,Coordinates,Geometry
Starbucks,Foothill Ranch,2.5,"[-117.664344, 33.67607216]","{'Type': 'Point', 'coordinates': [-117.664344, 33.67607216]}"
Starbucks,Lake Forest,3.5,"[-117.65287, 33.671214]","{'Type': 'Point', 'coordinates': [-117.65287, 33.671214]}"
Starbucks,Lake Forest,3.5,"[-117.676611, 33.678085]","{'Type': 'Point', 'coordinates': [-117.676611, 33.678085]}"
Starbucks,Lake Forest,3.0,"[-117.668697, 33.660382]","{'Type': 'Point', 'coordinates': [-117.668697, 33.660382]}"
Starbucks,Mission Viejo,2.5,"[-117.647378, 33.652054708041]","{'Type': 'Point', 'coordinates': [-117.647378, 33.652054708041]}"
Starbucks,Lake Forest,3.0,"[-117.701931, 33.6557737954893]","{'Type': 'Point', 'coordinates': [-117.701931, 33.6557737954893]}"
Starbucks,Lake Forest,3.5,"[-117.6783639, 33.638474]","{'Type': 'Point', 'coordinates': [-117.6783639, 33.638474]}"
Starbucks,Mission Viejo,3.5,"[-117.635986, 33.62772]","{'Type': 'Point', 'coordinates': [-117.635986, 33.62772]}"
Starbucks,Mission Viejo,5.0,"[-117.681574, 33.623409]","{'Type': 'Point', 'coordinates': [-117.681574, 33.623409]}"
Starbucks,Lake Forest,3.0,"[-117.70534332199, 33.629357]","{'Type': 'Point', 'coordinates': [-117.70534332199, 33.629357]}"
Starbucks,Rancho Santa Margarita,4.0,"[-117.599388313068, 33.6431622422688]","{'Type': 'Point', 'coordinates': [-117.599388313068, 33.6431622422688]}"
Starbucks,Rancho Santa Margarita,2.5,"[-117.59675, 33.64327]","{'Type': 'Point', 'coordinates': [-117.59675, 33.64327]}"
Starbucks,Mission Viejo,3.0,"[-117.679430494906, 33.6135510315381]","{'Type': 'Point', 'coordinates': [-117.679430494906, 33.6135510315381]}"
Starbucks,Lake Forest,2.5,"[-117.717971, 33.629913]","{'Type': 'Point', 'coordinates': [-117.717971, 33.629913]}"
Starbucks,Irvine,3.5,"[-117.7384646, 33.654446]","{'Type': 'Point', 'coordinates': [-117.7384646, 33.654446]}"
Starbucks,Irvine,3.0,"[-117.740825, 33.697295]","{'Type': 'Point', 'coordinates': [-117.740825, 33.697295]}"
Starbucks,Irvine,2.0,"[-117.742733, 33.696557]","{'Type': 'Point', 'coordinates': [-117.742733, 33.696557]}"
Starbucks,Rancho Santa Margarita,3.0,"[-117.591537, 33.637848]","{'Type': 'Point', 'coordinates': [-117.591537, 33.637848]}"
Starbucks,Rancho Santa Margarita,4.5,"[-117.591639, 33.636839]","{'Type': 'Point', 'coordinates': [-117.591639, 33.636839]}"
Starbucks,Rancho Santa Margarita,3.0,"[-117.582902, 33.649518]","{'Type': 'Point', 'coordinates': [-117.582902, 33.649518]}"
