Name,City,Raiting,Coordinates,Geometry
Starbucks,Atlanta,4.5,"[-84.36854, 33.82325]","{'Type': 'Point', 'coordinates': [-84.36854, 33.82325]}"
Starbucks,Atlanta,3.0,"[-84.388322, 33.818839]","{'Type': 'Point', 'coordinates': [-84.388322, 33.818839]}"
Starbucks,Buckhead,1.0,"[-84.36438, 33.824303]","{'Type': 'Point', 'coordinates': [-84.36438, 33.824303]}"
Starbucks,Atlanta,3.0,"[-84.365596, 33.825637]","{'Type': 'Point', 'coordinates': [-84.365596, 33.825637]}"
Starbucks,Atlanta,1.0,"[-84.35879, 33.820614]","{'Type': 'Point', 'coordinates': [-84.35879, 33.820614]}"
Starbucks,Atlanta,3.5,"[-84.370684, 33.7980638538498]","{'Type': 'Point', 'coordinates': [-84.370684, 33.7980638538498]}"
Starbucks,Atlanta,3.5,"[-84.393519, 33.805883]","{'Type': 'Point', 'coordinates': [-84.393519, 33.805883]}"
Starbucks,Atlanta,3.0,"[-84.382662088102, 33.835393]","{'Type': 'Point', 'coordinates': [-84.382662088102, 33.835393]}"
Starbucks,Atlanta,3.5,"[-84.383242, 33.787719]","{'Type': 'Point', 'coordinates': [-84.383242, 33.787719]}"
Starbucks,Atlanta,3.0,"[-84.387118, 33.786481]","{'Type': 'Point', 'coordinates': [-84.387118, 33.786481]}"
Starbucks,Atlanta,2.0,"[-84.39937, 33.7932029302322]","{'Type': 'Point', 'coordinates': [-84.39937, 33.7932029302322]}"
Starbucks,Atlanta,1.5,"[-84.3981837, 33.7914372]","{'Type': 'Point', 'coordinates': [-84.3981837, 33.7914372]}"
Starbucks,Atlanta,4.5,"[-84.370931, 33.844382]","{'Type': 'Point', 'coordinates': [-84.370931, 33.844382]}"
Starbucks,Atlanta,3.0,"[-84.334629, 33.81615]","{'Type': 'Point', 'coordinates': [-84.334629, 33.81615]}"
Starbucks,Atlanta,3.0,"[-84.373138, 33.84618]","{'Type': 'Point', 'coordinates': [-84.373138, 33.84618]}"
Starbucks,Atlanta,3.0,"[-84.368832, 33.780223]","{'Type': 'Point', 'coordinates': [-84.368832, 33.780223]}"
Starbucks,Atlanta,3.5,"[-84.412846, 33.8042384313138]","{'Type': 'Point', 'coordinates': [-84.412846, 33.8042384313138]}"
Starbucks,Atlanta,2.5,"[-84.36256, 33.846934]","{'Type': 'Point', 'coordinates': [-84.36256, 33.846934]}"
Starbucks,Atlanta,1.5,"[-84.3623, 33.848401]","{'Type': 'Point', 'coordinates': [-84.3623, 33.848401]}"
Starbucks,Brookhaven,3.5,"[-84.331242, 33.8274361923265]","{'Type': 'Point', 'coordinates': [-84.331242, 33.8274361923265]}"
Starbucks,Atlanta,3.0,"[-84.388457, 33.776339]","{'Type': 'Point', 'coordinates': [-84.388457, 33.776339]}"
Starbucks,Atlanta,3.5,"[-84.365982, 33.77363]","{'Type': 'Point', 'coordinates': [-84.365982, 33.77363]}"
Starbucks,Atlanta,5.0,"[-84.3593867603401, 33.8519711057014]","{'Type': 'Point', 'coordinates': [-84.3593867603401, 33.8519711057014]}"
Starbucks,Atlanta,3.0,"[-84.36227, 33.852742]","{'Type': 'Point', 'coordinates': [-84.36227, 33.852742]}"
Starbucks,Atlanta,1.5,"[-84.32709, 33.82711]","{'Type': 'Point', 'coordinates': [-84.32709, 33.82711]}"
Starbucks,Atlanta,4.0,"[-84.389228, 33.774025]","{'Type': 'Point', 'coordinates': [-84.389228, 33.774025]}"
