Name,City,Raiting,Coordinates,Geometry
Starbucks,Durham,2.0,"[-78.924184, 36.009766]","{'Type': 'Point', 'coordinates': [-78.924184, 36.009766]}"
Starbucks,Durham,3.5,"[-78.959547, 35.969797]","{'Type': 'Point', 'coordinates': [-78.959547, 35.969797]}"
Starbucks,Durham,3.0,"[-78.958496, 35.966583]","{'Type': 'Point', 'coordinates': [-78.958496, 35.966583]}"
Starbucks,Durham,2.5,"[-78.93771923, 36.00708069]","{'Type': 'Point', 'coordinates': [-78.93771923, 36.00708069]}"
Starbucks,Durham,2.5,"[-78.959011, 35.959575]","{'Type': 'Point', 'coordinates': [-78.959011, 35.959575]}"
Starbucks,Durham,3.0,"[-78.9477353411393, 36.0186613957009]","{'Type': 'Point', 'coordinates': [-78.9477353411393, 36.0186613957009]}"
Starbucks,Durham,3.0,"[-78.993798, 35.954332]","{'Type': 'Point', 'coordinates': [-78.993798, 35.954332]}"
Starbucks,Durham,4.0,"[-78.9365485, 35.91272233]","{'Type': 'Point', 'coordinates': [-78.9365485, 35.91272233]}"
Starbucks,Durham,3.0,"[-78.903635, 36.047806]","{'Type': 'Point', 'coordinates': [-78.903635, 36.047806]}"
Starbucks,Durham,3.0,"[-78.937251, 35.904687]","{'Type': 'Point', 'coordinates': [-78.937251, 35.904687]}"
Starbucks,South Durham,3.0,"[-78.942379, 35.904626]","{'Type': 'Point', 'coordinates': [-78.942379, 35.904626]}"
Starbucks,Durham,3.0,"[-78.95306, 35.904152]","{'Type': 'Point', 'coordinates': [-78.95306, 35.904152]}"
Starbucks,Durham,3.5,"[-78.897102, 35.899355]","{'Type': 'Point', 'coordinates': [-78.897102, 35.899355]}"
Starbucks,Durham,3.0,"[-78.929445, 36.057789]","{'Type': 'Point', 'coordinates': [-78.929445, 36.057789]}"
Starbucks,Chapel Hill,3.5,"[-79.0255872736826, 35.9366030566911]","{'Type': 'Point', 'coordinates': [-79.0255872736826, 35.9366030566911]}"
