Name,City,Raiting,Coordinates,Geometry
Starbucks,Beltsville,3.0,"[-76.91018, 39.0332746]","{'Type': 'Point', 'coordinates': [-76.91018, 39.0332746]}"
Starbucks,College Park,3.5,"[-76.928337, 39.0153798712314]","{'Type': 'Point', 'coordinates': [-76.928337, 39.0153798712314]}"
Starbucks,Silver Spring,2.5,"[-76.954786, 39.055323]","{'Type': 'Point', 'coordinates': [-76.954786, 39.055323]}"
Starbucks,Silver Spring,1.0,"[-76.956615, 39.052182]","{'Type': 'Point', 'coordinates': [-76.956615, 39.052182]}"
Starbucks,Greenbelt,1.0,"[-76.90961, 38.997616]","{'Type': 'Point', 'coordinates': [-76.90961, 38.997616]}"
Starbucks,Silver Spring,2.5,"[-76.976647, 39.021769]","{'Type': 'Point', 'coordinates': [-76.976647, 39.021769]}"
Starbucks,Laurel,3.0,"[-76.869538, 39.077161]","{'Type': 'Point', 'coordinates': [-76.869538, 39.077161]}"
Starbucks,Greenbelt,2.5,"[-76.878116, 38.992202]","{'Type': 'Point', 'coordinates': [-76.878116, 38.992202]}"
Starbucks,Greenbelt,3.0,"[-76.876673, 38.992941]","{'Type': 'Point', 'coordinates': [-76.876673, 38.992941]}"
Starbucks,College Park,3.5,"[-76.938956, 38.980564]","{'Type': 'Point', 'coordinates': [-76.938956, 38.980564]}"
Starbucks,Laurel,4.0,"[-76.858606, 39.0930490611876]","{'Type': 'Point', 'coordinates': [-76.858606, 39.0930490611876]}"
Starbucks,Silver Spring,3.0,"[-77.003935, 39.031138]","{'Type': 'Point', 'coordinates': [-77.003935, 39.031138]}"
