Name,City,Raiting,Coordinates,Geometry
Starbucks,Pompano Beach,4.0,"[-80.099864, 26.254774]","{'Type': 'Point', 'coordinates': [-80.099864, 26.254774]}"
Starbucks,Pompano Beach,3.0,"[-80.103092, 26.2287149]","{'Type': 'Point', 'coordinates': [-80.103092, 26.2287149]}"
Starbucks,Fort Lauderdale,3.0,"[-80.154005, 26.202748]","{'Type': 'Point', 'coordinates': [-80.154005, 26.202748]}"
Starbucks,Coconut Creek,3.0,"[-80.187175, 26.284185]","{'Type': 'Point', 'coordinates': [-80.187175, 26.284185]}"
Starbucks,Oakland Park,3.0,"[-80.13495, 26.187869]","{'Type': 'Point', 'coordinates': [-80.13495, 26.187869]}"
Starbucks,Fort Lauderdale,3.0,"[-80.115585, 26.187845]","{'Type': 'Point', 'coordinates': [-80.115585, 26.187845]}"
Starbucks,Fort Lauderdale,1.0,"[-80.1221275423006, 26.1862351411315]","{'Type': 'Point', 'coordinates': [-80.1221275423006, 26.1862351411315]}"
Starbucks,Fort Lauderdale,2.5,"[-80.120228, 26.186077]","{'Type': 'Point', 'coordinates': [-80.120228, 26.186077]}"
Starbucks,Coral Springs,3.0,"[-80.2056968048452, 26.272986]","{'Type': 'Point', 'coordinates': [-80.2056968048452, 26.272986]}"
Starbucks,Coral Springs,3.5,"[-80.20169, 26.28498]","{'Type': 'Point', 'coordinates': [-80.20169, 26.28498]}"
Starbucks,Deerfield Beach,3.0,"[-80.15159, 26.31841]","{'Type': 'Point', 'coordinates': [-80.15159, 26.31841]}"
Starbucks,Deerfield Beach,3.0,"[-80.15254, 26.318136]","{'Type': 'Point', 'coordinates': [-80.15254, 26.318136]}"
Starbucks,Margate,3.5,"[-80.2149858, 26.234867]","{'Type': 'Point', 'coordinates': [-80.2149858, 26.234867]}"
Starbucks,Coconut Creek,3.5,"[-80.186889, 26.304853]","{'Type': 'Point', 'coordinates': [-80.186889, 26.304853]}"
Starbucks,Deerfield Beach,3.0,"[-80.090562, 26.315516]","{'Type': 'Point', 'coordinates': [-80.090562, 26.315516]}"
Starbucks,Ft. Lauderdale,1.0,"[-80.116745, 26.169235]","{'Type': 'Point', 'coordinates': [-80.116745, 26.169235]}"
Starbucks,Fort Lauderdale,4.0,"[-80.09928, 26.173423]","{'Type': 'Point', 'coordinates': [-80.09928, 26.173423]}"
Starbucks,Wilton Manors,3.5,"[-80.133211, 26.159623]","{'Type': 'Point', 'coordinates': [-80.133211, 26.159623]}"
Starbucks,Parkland,3.5,"[-80.20325, 26.318759]","{'Type': 'Point', 'coordinates': [-80.20325, 26.318759]}"
Starbucks,Fort Lauderdale,2.5,"[-80.118164, 26.156212]","{'Type': 'Point', 'coordinates': [-80.118164, 26.156212]}"
Starbucks,Boca Raton,4.0,"[-80.154383, 26.348673]","{'Type': 'Point', 'coordinates': [-80.154383, 26.348673]}"
Starbucks,Coral Springs,4.0,"[-80.249187, 26.241569]","{'Type': 'Point', 'coordinates': [-80.249187, 26.241569]}"
Starbucks,Coral Springs,3.5,"[-80.250731, 26.265328]","{'Type': 'Point', 'coordinates': [-80.250731, 26.265328]}"
Starbucks,Coral Springs,3.0,"[-80.249778, 26.273608]","{'Type': 'Point', 'coordinates': [-80.249778, 26.273608]}"
Starbucks,Ft. Lauderdale,3.0,"[-80.1119906206808, 26.138213]","{'Type': 'Point', 'coordinates': [-80.1119906206808, 26.138213]}"
Starbucks,Fort Lauderdale,2.0,"[-80.1158733348812, 26.1370658336729]","{'Type': 'Point', 'coordinates': [-80.1158733348812, 26.1370658336729]}"
Starbucks,Ft. Lauderdale,2.0,"[-80.115792, 26.136989]","{'Type': 'Point', 'coordinates': [-80.115792, 26.136989]}"
Starbucks,Boca Raton,3.0,"[-80.124534, 26.36225]","{'Type': 'Point', 'coordinates': [-80.124534, 26.36225]}"
Starbucks,Boca Raton,4.0,"[-80.084858, 26.35340479168]","{'Type': 'Point', 'coordinates': [-80.084858, 26.35340479168]}"
Starbucks,Coral Springs,3.0,"[-80.252335, 26.296951]","{'Type': 'Point', 'coordinates': [-80.252335, 26.296951]}"
Starbucks,Boca Raton,3.5,"[-80.131799, 26.365155]","{'Type': 'Point', 'coordinates': [-80.131799, 26.365155]}"
Starbucks,Boca Raton,2.0,"[-80.133341, 26.365685]","{'Type': 'Point', 'coordinates': [-80.133341, 26.365685]}"
Starbucks,Lauderhill,3.0,"[-80.253407, 26.193345]","{'Type': 'Point', 'coordinates': [-80.253407, 26.193345]}"
Starbucks,Boca Raton,3.5,"[-80.125889, 26.36777]","{'Type': 'Point', 'coordinates': [-80.125889, 26.36777]}"
Starbucks,Boca Raton,4.0,"[-80.1047344181743, 26.3653516386872]","{'Type': 'Point', 'coordinates': [-80.1047344181743, 26.3653516386872]}"
Starbucks,Boca Raton,3.0,"[-80.167073, 26.368872]","{'Type': 'Point', 'coordinates': [-80.167073, 26.368872]}"
Starbucks,Boca Raton,2.0,"[-80.103243, 26.370411]","{'Type': 'Point', 'coordinates': [-80.103243, 26.370411]}"
Starbucks,Ft Lauderdale,3.5,"[-80.103826, 26.126109]","{'Type': 'Point', 'coordinates': [-80.103826, 26.126109]}"
Starbucks,Fort Lauderdale,3.5,"[-80.137046, 26.122237]","{'Type': 'Point', 'coordinates': [-80.137046, 26.122237]}"
Starbucks,Boca Raton,2.5,"[-80.078305, 26.366389]","{'Type': 'Point', 'coordinates': [-80.078305, 26.366389]}"
Starbucks,Fort Lauderdale,3.5,"[-80.139548, 26.119034]","{'Type': 'Point', 'coordinates': [-80.139548, 26.119034]}"
