Name,City,Raiting,Coordinates,Geometry
Starbucks,Brooklyn,3.0,"[-73.948646, 40.632259]","{'Type': 'Point', 'coordinates': [-73.948646, 40.632259]}"
Starbucks,Brooklyn,3.0,"[-73.94724, 40.631264]","{'Type': 'Point', 'coordinates': [-73.94724, 40.631264]}"
Starbucks,Brooklyn,3.0,"[-73.95766, 40.671101]","{'Type': 'Point', 'coordinates': [-73.95766, 40.671101]}"
Starbucks,Brooklyn,2.5,"[-73.936635, 40.622825]","{'Type': 'Point', 'coordinates': [-73.936635, 40.622825]}"
Starbucks,Brooklyn,4.0,"[-73.916889, 40.626378]","{'Type': 'Point', 'coordinates': [-73.916889, 40.626378]}"
Starbucks,Park Slope,3.0,"[-73.9714145, 40.6756735]","{'Type': 'Point', 'coordinates': [-73.9714145, 40.6756735]}"
Starbucks,Brooklyn,3.5,"[-73.977504, 40.672022]","{'Type': 'Point', 'coordinates': [-73.977504, 40.672022]}"
Starbucks,Brooklyn,2.5,"[-73.981839, 40.666813]","{'Type': 'Point', 'coordinates': [-73.981839, 40.666813]}"
Starbucks,Brooklyn,3.5,"[-73.973019, 40.6775106866527]","{'Type': 'Point', 'coordinates': [-73.973019, 40.6775106866527]}"
Starbucks,Brooklyn,3.5,"[-73.962649, 40.688845]","{'Type': 'Point', 'coordinates': [-73.962649, 40.688845]}"
Starbucks,Brooklyn,4.5,"[-73.983038, 40.676998]","{'Type': 'Point', 'coordinates': [-73.983038, 40.676998]}"
Starbucks,Brooklyn,3.0,"[-73.975882, 40.683138]","{'Type': 'Point', 'coordinates': [-73.975882, 40.683138]}"
Starbucks,Brooklyn,3.5,"[-73.9898273348808, 40.66932685]","{'Type': 'Point', 'coordinates': [-73.9898273348808, 40.66932685]}"
Starbucks,Brooklyn,2.5,"[-73.977585, 40.684619]","{'Type': 'Point', 'coordinates': [-73.977585, 40.684619]}"
Starbucks,Brooklyn,1.5,"[-73.97748, 40.68448]","{'Type': 'Point', 'coordinates': [-73.97748, 40.68448]}"
Starbucks,Brooklyn,2.5,"[-73.92095, 40.609852]","{'Type': 'Point', 'coordinates': [-73.92095, 40.609852]}"
Starbucks,Brooklyn,2.0,"[-73.95866, 40.608736]","{'Type': 'Point', 'coordinates': [-73.95866, 40.608736]}"
Starbucks,Brooklyn,2.5,"[-73.970087, 40.693017]","{'Type': 'Point', 'coordinates': [-73.970087, 40.693017]}"
Starbucks,New York,3.0,"[-73.9597793, 40.6075687]","{'Type': 'Point', 'coordinates': [-73.9597793, 40.6075687]}"
Starbucks,Brooklyn,3.0,"[-73.941105, 40.700053]","{'Type': 'Point', 'coordinates': [-73.941105, 40.700053]}"
Starbucks,Brooklyn,2.5,"[-73.980887, 40.689304]","{'Type': 'Point', 'coordinates': [-73.980887, 40.689304]}"
Starbucks,Brooklyn,2.5,"[-73.989915, 40.619195]","{'Type': 'Point', 'coordinates': [-73.989915, 40.619195]}"
Starbucks,Brooklyn,4.0,"[-73.98254, 40.691174]","{'Type': 'Point', 'coordinates': [-73.98254, 40.691174]}"
Starbucks,Brooklyn,3.0,"[-73.98563, 40.68921]","{'Type': 'Point', 'coordinates': [-73.98563, 40.68921]}"
Starbucks,Brooklyn,3.5,"[-73.990954, 40.686221]","{'Type': 'Point', 'coordinates': [-73.990954, 40.686221]}"
Starbucks,Bushwick,3.0,"[-73.9117750525475, 40.69966119764]","{'Type': 'Point', 'coordinates': [-73.9117750525475, 40.69966119764]}"
Starbucks,Ridgewood,3.5,"[-73.911241, 40.699767]","{'Type': 'Point', 'coordinates': [-73.911241, 40.699767]}"
Starbucks,Brooklyn,2.0,"[-73.984355, 40.691567]","{'Type': 'Point', 'coordinates': [-73.984355, 40.691567]}"
Starbucks,Brooklyn,3.0,"[-73.98632603, 40.69074857]","{'Type': 'Point', 'coordinates': [-73.98632603, 40.69074857]}"
Starbucks,Brooklyn,2.5,"[-73.982911, 40.694975]","{'Type': 'Point', 'coordinates': [-73.982911, 40.694975]}"
Starbucks,Brooklyn,3.0,"[-73.988548, 40.691795]","{'Type': 'Point', 'coordinates': [-73.988548, 40.691795]}"
Starbucks,Brooklyn,3.0,"[-73.992748, 40.688556]","{'Type': 'Point', 'coordinates': [-73.992748, 40.688556]}"
Starbucks,Brooklyn,2.5,"[-73.867714, 40.652225]","{'Type': 'Point', 'coordinates': [-73.867714, 40.652225]}"
Starbucks,Brooklyn,2.5,"[-73.9867893, 40.694047]","{'Type': 'Point', 'coordinates': [-73.9867893, 40.694047]}"
Starbucks,Brooklyn,3.0,"[-73.991201, 40.692464]","{'Type': 'Point', 'coordinates': [-73.991201, 40.692464]}"
Starbucks,Brooklyn,3.0,"[-73.993978, 40.694582]","{'Type': 'Point', 'coordinates': [-73.993978, 40.694582]}"
Starbucks,Brooklyn,2.5,"[-73.95162, 40.71258]","{'Type': 'Point', 'coordinates': [-73.95162, 40.71258]}"
Starbucks,Brooklyn,2.5,"[-73.990806294802, 40.702668]","{'Type': 'Point', 'coordinates': [-73.990806294802, 40.702668]}"
Starbucks,Brooklyn,4.0,"[-73.993666, 40.702818]","{'Type': 'Point', 'coordinates': [-73.993666, 40.702818]}"
Starbucks,Brooklyn,3.0,"[-73.998554, 40.604988]","{'Type': 'Point', 'coordinates': [-73.998554, 40.604988]}"
Starbucks,Brooklyn,3.0,"[-74.027597, 40.631546]","{'Type': 'Point', 'coordinates': [-74.027597, 40.631546]}"
Starbucks,Brooklyn,3.5,"[-73.951458, 40.723415]","{'Type': 'Point', 'coordinates': [-73.951458, 40.723415]}"
Starbucks,Brooklyn,3.0,"[-74.025913, 40.6211]","{'Type': 'Point', 'coordinates': [-74.025913, 40.6211]}"
Starbucks,Brooklyn,2.5,"[-74.000039, 40.595252]","{'Type': 'Point', 'coordinates': [-74.000039, 40.595252]}"
Starbucks,New York,2.5,"[-74.007159, 40.7047907]","{'Type': 'Point', 'coordinates': [-74.007159, 40.7047907]}"
Starbucks,New York,2.5,"[-74.004971, 40.707122]","{'Type': 'Point', 'coordinates': [-74.004971, 40.707122]}"
Starbucks,New York,3.0,"[-74.012051, 40.702149]","{'Type': 'Point', 'coordinates': [-74.012051, 40.702149]}"
Starbucks,New York,2.5,"[-74.006685, 40.706487]","{'Type': 'Point', 'coordinates': [-74.006685, 40.706487]}"
Starbucks,New York,2.0,"[-74.009001, 40.704653]","{'Type': 'Point', 'coordinates': [-74.009001, 40.704653]}"
