Name,City,Raiting,Coordinates,Geometry
Starbucks,Bloomfield Hills,3.0,"[-83.263478, 42.60203]","{'Type': 'Point', 'coordinates': [-83.263478, 42.60203]}"
Starbucks,Bloomfield,4.0,"[-83.28164, 42.580989]","{'Type': 'Point', 'coordinates': [-83.28164, 42.580989]}"
Starbucks,Bloomfield Township,2.0,"[-83.29337, 42.60344]","{'Type': 'Point', 'coordinates': [-83.29337, 42.60344]}"
Starbucks,Bloomfield Hills,3.0,"[-83.262073, 42.545862]","{'Type': 'Point', 'coordinates': [-83.262073, 42.545862]}"
Starbucks,Bloomfield Township,3.5,"[-83.300075, 42.60749]","{'Type': 'Point', 'coordinates': [-83.300075, 42.60749]}"
Starbucks,Birmingham,2.0,"[-83.210522, 42.547238]","{'Type': 'Point', 'coordinates': [-83.210522, 42.547238]}"
Starbucks,Troy,2.5,"[-83.183724, 42.563053]","{'Type': 'Point', 'coordinates': [-83.183724, 42.563053]}"
Starbucks,Troy,4.0,"[-83.182336, 42.562497]","{'Type': 'Point', 'coordinates': [-83.182336, 42.562497]}"
Starbucks,Troy,3.0,"[-83.184086, 42.560145]","{'Type': 'Point', 'coordinates': [-83.184086, 42.560145]}"
Starbucks,Troy,3.5,"[-83.169492, 42.596716]","{'Type': 'Point', 'coordinates': [-83.169492, 42.596716]}"
Starbucks,Bloomfield Township,3.0,"[-83.285617, 42.545986]","{'Type': 'Point', 'coordinates': [-83.285617, 42.545986]}"
Starbucks,Troy,4.0,"[-83.189598, 42.544748]","{'Type': 'Point', 'coordinates': [-83.189598, 42.544748]}"
Starbucks,Troy,3.0,"[-83.167781, 42.562174]","{'Type': 'Point', 'coordinates': [-83.167781, 42.562174]}"
Starbucks,Royal Oak,3.0,"[-83.181723, 42.539101]","{'Type': 'Point', 'coordinates': [-83.181723, 42.539101]}"
Starbucks,Troy,3.0,"[-83.167417, 42.548293]","{'Type': 'Point', 'coordinates': [-83.167417, 42.548293]}"
