Name,City,Raiting,Coordinates,Geometry
Starbucks,Beaverton,3.5,"[-122.798189788158, 45.490008]","{'Type': 'Point', 'coordinates': [-122.798189788158, 45.490008]}"
Starbucks,Beaverton,3.5,"[-122.809905, 45.493596]","{'Type': 'Point', 'coordinates': [-122.809905, 45.493596]}"
Starbucks,Beaverton,3.5,"[-122.795279, 45.487616]","{'Type': 'Point', 'coordinates': [-122.795279, 45.487616]}"
Starbucks,Beaverton,3.0,"[-122.810496, 45.496388]","{'Type': 'Point', 'coordinates': [-122.810496, 45.496388]}"
Starbucks,Beaverton,5.0,"[-122.78779, 45.488]","{'Type': 'Point', 'coordinates': [-122.78779, 45.488]}"
Starbucks,Beaverton,3.0,"[-122.8233854, 45.4998299]","{'Type': 'Point', 'coordinates': [-122.8233854, 45.4998299]}"
Starbucks,Beaverton,2.5,"[-122.772727, 45.486083]","{'Type': 'Point', 'coordinates': [-122.772727, 45.486083]}"
Starbucks,Beaverton,4.0,"[-122.78934, 45.45896]","{'Type': 'Point', 'coordinates': [-122.78934, 45.45896]}"
Starbucks,Portland,3.5,"[-122.757111, 45.485856]","{'Type': 'Point', 'coordinates': [-122.757111, 45.485856]}"
Starbucks,Portland,5.0,"[-122.807822, 45.525846]","{'Type': 'Point', 'coordinates': [-122.807822, 45.525846]}"
Starbucks,Aloha,1.5,"[-122.859961, 45.4804868]","{'Type': 'Point', 'coordinates': [-122.859961, 45.4804868]}"
Starbucks,Beaverton,3.5,"[-122.842976, 45.518265]","{'Type': 'Point', 'coordinates': [-122.842976, 45.518265]}"
Starbucks,Portland,2.5,"[-122.814367, 45.527983]","{'Type': 'Point', 'coordinates': [-122.814367, 45.527983]}"
Starbucks,Tigard,3.0,"[-122.780109, 45.451032]","{'Type': 'Point', 'coordinates': [-122.780109, 45.451032]}"
Starbucks,Tigard,5.0,"[-122.782492, 45.45028]","{'Type': 'Point', 'coordinates': [-122.782492, 45.45028]}"
Starbucks,Portland,4.0,"[-122.751816, 45.466712]","{'Type': 'Point', 'coordinates': [-122.751816, 45.466712]}"
Starbucks,Portland,3.5,"[-122.754751, 45.515691]","{'Type': 'Point', 'coordinates': [-122.754751, 45.515691]}"
Starbucks,Portland,3.0,"[-122.754583214959, 45.516117]","{'Type': 'Point', 'coordinates': [-122.754583214959, 45.516117]}"
Starbucks,Tigard,3.0,"[-122.805763, 45.443004]","{'Type': 'Point', 'coordinates': [-122.805763, 45.443004]}"
