Name,City,Raiting,Coordinates,Geometry
Starbucks,Van Nuys,3.5,"[-118.468226, 34.201423]","{'Type': 'Point', 'coordinates': [-118.468226, 34.201423]}"
Starbucks,Van Nuys,2.5,"[-118.449069, 34.195049]","{'Type': 'Point', 'coordinates': [-118.449069, 34.195049]}"
Starbucks,Van Nuys,2.5,"[-118.46012, 34.212631]","{'Type': 'Point', 'coordinates': [-118.46012, 34.212631]}"
Starbucks,Panorama City,3.0,"[-118.448445, 34.214581]","{'Type': 'Point', 'coordinates': [-118.448445, 34.214581]}"
Starbucks,Van Nuys,2.0,"[-118.466431, 34.174978]","{'Type': 'Point', 'coordinates': [-118.466431, 34.174978]}"
Starbucks,Van Nuys,3.0,"[-118.47029, 34.22113]","{'Type': 'Point', 'coordinates': [-118.47029, 34.22113]}"
Starbucks,Panorama City,2.5,"[-118.451023, 34.221369]","{'Type': 'Point', 'coordinates': [-118.451023, 34.221369]}"
Starbucks,Van Nuys,3.0,"[-118.447516, 34.172494]","{'Type': 'Point', 'coordinates': [-118.447516, 34.172494]}"
Starbucks,Los Angeles,3.0,"[-118.43046, 34.2015603256698]","{'Type': 'Point', 'coordinates': [-118.43046, 34.2015603256698]}"
Starbucks,Van Nuys,3.5,"[-118.447297, 34.17161]","{'Type': 'Point', 'coordinates': [-118.447297, 34.17161]}"
Starbucks,North Hills,2.5,"[-118.467270417295, 34.234662]","{'Type': 'Point', 'coordinates': [-118.467270417295, 34.234662]}"
Starbucks,Van Nuys,3.0,"[-118.509629, 34.207768]","{'Type': 'Point', 'coordinates': [-118.509629, 34.207768]}"
Starbucks,Van Nuys,3.0,"[-118.502124201012, 34.220948]","{'Type': 'Point', 'coordinates': [-118.502124201012, 34.220948]}"
Starbucks,Sherman Oaks,3.5,"[-118.467039, 34.155593]","{'Type': 'Point', 'coordinates': [-118.467039, 34.155593]}"
Starbucks,North Hills,3.0,"[-118.485961, 34.235374]","{'Type': 'Point', 'coordinates': [-118.485961, 34.235374]}"
Starbucks,North Hollywood,3.5,"[-118.413592, 34.186457]","{'Type': 'Point', 'coordinates': [-118.413592, 34.186457]}"
Starbucks,Sherman Oaks,3.5,"[-118.460374, 34.15267]","{'Type': 'Point', 'coordinates': [-118.460374, 34.15267]}"
Starbucks,Los Angeles,3.5,"[-118.4478, 34.154377]","{'Type': 'Point', 'coordinates': [-118.4478, 34.154377]}"
Starbucks,Encino,3.5,"[-118.491679, 34.15775]","{'Type': 'Point', 'coordinates': [-118.491679, 34.15775]}"
Starbucks,Sherman Oaks,2.5,"[-118.436761, 34.156965]","{'Type': 'Point', 'coordinates': [-118.436761, 34.156965]}"
Starbucks,Sherman Oaks,3.5,"[-118.452040030252, 34.15127]","{'Type': 'Point', 'coordinates': [-118.452040030252, 34.15127]}"
Starbucks,North Hollywood,2.5,"[-118.405994, 34.200924]","{'Type': 'Point', 'coordinates': [-118.405994, 34.200924]}"
Starbucks,Northridge,1.5,"[-118.503131, 34.234682]","{'Type': 'Point', 'coordinates': [-118.503131, 34.234682]}"
Starbucks,Sherman Oaks,3.5,"[-118.424344, 34.158099]","{'Type': 'Point', 'coordinates': [-118.424344, 34.158099]}"
Starbucks,Sherman Oaks,2.0,"[-118.439227, 34.149946]","{'Type': 'Point', 'coordinates': [-118.439227, 34.149946]}"
Starbucks,Encino,3.5,"[-118.510392, 34.160779]","{'Type': 'Point', 'coordinates': [-118.510392, 34.160779]}"
Starbucks,Sherman Oaks,4.0,"[-118.4281637, 34.147727]","{'Type': 'Point', 'coordinates': [-118.4281637, 34.147727]}"
Starbucks,Encino,2.5,"[-118.521495, 34.162578]","{'Type': 'Point', 'coordinates': [-118.521495, 34.162578]}"
Starbucks,Reseda,2.5,"[-118.535687, 34.1949274]","{'Type': 'Point', 'coordinates': [-118.535687, 34.1949274]}"
Starbucks,Encino,3.5,"[-118.525290861726, 34.1651347226596]","{'Type': 'Point', 'coordinates': [-118.525290861726, 34.1651347226596]}"
Starbucks,Valley Village,2.5,"[-118.396822, 34.1716302]","{'Type': 'Point', 'coordinates': [-118.396822, 34.1716302]}"
Starbucks,Pacoima,1.5,"[-118.41878, 34.24487]","{'Type': 'Point', 'coordinates': [-118.41878, 34.24487]}"
Starbucks,Los Angeles,1.5,"[-118.4203967, 34.2460459]","{'Type': 'Point', 'coordinates': [-118.4203967, 34.2460459]}"
Starbucks,Mission Hills,3.5,"[-118.4698469, 34.257676]","{'Type': 'Point', 'coordinates': [-118.4698469, 34.257676]}"
Starbucks,Los Angeles,2.0,"[-118.4664312, 34.25847198]","{'Type': 'Point', 'coordinates': [-118.4664312, 34.25847198]}"
Starbucks,Tarzana,2.5,"[-118.534379, 34.169069]","{'Type': 'Point', 'coordinates': [-118.534379, 34.169069]}"
Starbucks,Granada Hills,3.5,"[-118.499778, 34.256769]","{'Type': 'Point', 'coordinates': [-118.499778, 34.256769]}"
Starbucks,Studio City,3.5,"[-118.412371, 34.144707]","{'Type': 'Point', 'coordinates': [-118.412371, 34.144707]}"
Starbucks,North Hollywood,2.5,"[-118.384464, 34.181789]","{'Type': 'Point', 'coordinates': [-118.384464, 34.181789]}"
Starbucks,Valley Village,3.5,"[-118.396289, 34.15781]","{'Type': 'Point', 'coordinates': [-118.396289, 34.15781]}"
Starbucks,Northridge,2.5,"[-118.535801, 34.23478]","{'Type': 'Point', 'coordinates': [-118.535801, 34.23478]}"
Starbucks,Los Angeles,4.0,"[-118.444005, 34.127808]","{'Type': 'Point', 'coordinates': [-118.444005, 34.127808]}"
