Name,City,Raiting,Coordinates,Geometry
Starbucks,Coppell,3.0,"[-96.992617, 32.971124]","{'Type': 'Point', 'coordinates': [-96.992617, 32.971124]}"
Starbucks,Lewisville,3.0,"[-96.961508, 32.999039]","{'Type': 'Point', 'coordinates': [-96.961508, 32.999039]}"
Starbucks,Lewisville,3.5,"[-96.969263, 33.010084]","{'Type': 'Point', 'coordinates': [-96.969263, 33.010084]}"
Starbucks,Lewisville,3.0,"[-96.970648, 33.012408]","{'Type': 'Point', 'coordinates': [-96.970648, 33.012408]}"
Starbucks,Irving,2.5,"[-96.992541, 32.921816]","{'Type': 'Point', 'coordinates': [-96.992541, 32.921816]}"
Starbucks,Grapevine,3.0,"[-97.037563, 32.973678]","{'Type': 'Point', 'coordinates': [-97.037563, 32.973678]}"
Starbucks,Lewisville,2.5,"[-97.017248, 33.006687]","{'Type': 'Point', 'coordinates': [-97.017248, 33.006687]}"
Starbucks,Irving,5.0,"[-96.9791489, 32.9197884]","{'Type': 'Point', 'coordinates': [-96.9791489, 32.9197884]}"
Starbucks,Carrollton,3.0,"[-96.91999, 32.967689]","{'Type': 'Point', 'coordinates': [-96.91999, 32.967689]}"
Starbucks,Irving,2.5,"[-96.959172, 32.918412]","{'Type': 'Point', 'coordinates': [-96.959172, 32.918412]}"
Starbucks,Grapevine,3.5,"[-97.043193, 32.966172]","{'Type': 'Point', 'coordinates': [-97.043193, 32.966172]}"
Starbucks,Irving,2.5,"[-96.961007, 32.908548]","{'Type': 'Point', 'coordinates': [-96.961007, 32.908548]}"
Starbucks,Carrollton,3.0,"[-96.910313, 32.9992]","{'Type': 'Point', 'coordinates': [-96.910313, 32.9992]}"
Starbucks,Carrollton,3.0,"[-96.931337, 33.020443]","{'Type': 'Point', 'coordinates': [-96.931337, 33.020443]}"
Starbucks,Flower Mound,3.0,"[-97.046151, 33.01072]","{'Type': 'Point', 'coordinates': [-97.046151, 33.01072]}"
Starbucks,Grapevine,1.0,"[-97.05977, 32.941889]","{'Type': 'Point', 'coordinates': [-97.05977, 32.941889]}"
