Name,City,Raiting,Coordinates,Geometry
Starbucks,Troy,3.0,"[-83.167781, 42.562174]","{'Type': 'Point', 'coordinates': [-83.167781, 42.562174]}"
Starbucks,Troy,4.0,"[-83.109802, 42.564567]","{'Type': 'Point', 'coordinates': [-83.109802, 42.564567]}"
Starbucks,Troy,3.5,"[-83.169492, 42.596716]","{'Type': 'Point', 'coordinates': [-83.169492, 42.596716]}"
Starbucks,Troy,3.0,"[-83.167417, 42.548293]","{'Type': 'Point', 'coordinates': [-83.167417, 42.548293]}"
Starbucks,Troy,4.0,"[-83.182336, 42.562497]","{'Type': 'Point', 'coordinates': [-83.182336, 42.562497]}"
Starbucks,Troy,2.5,"[-83.183724, 42.563053]","{'Type': 'Point', 'coordinates': [-83.183724, 42.563053]}"
Starbucks,Troy,3.0,"[-83.184086, 42.560145]","{'Type': 'Point', 'coordinates': [-83.184086, 42.560145]}"
Starbucks,Sterling Heights,1.0,"[-83.086695, 42.563441]","{'Type': 'Point', 'coordinates': [-83.086695, 42.563441]}"
Starbucks,Troy,3.5,"[-83.113497, 42.536895]","{'Type': 'Point', 'coordinates': [-83.113497, 42.536895]}"
Starbucks,Sterling Heights,2.5,"[-83.085363, 42.56184]","{'Type': 'Point', 'coordinates': [-83.085363, 42.56184]}"
Starbucks,Troy,3.5,"[-83.110704, 42.5346]","{'Type': 'Point', 'coordinates': [-83.110704, 42.5346]}"
Starbucks,Royal Oak,3.0,"[-83.181723, 42.539101]","{'Type': 'Point', 'coordinates': [-83.181723, 42.539101]}"
Starbucks,Troy,4.0,"[-83.189598, 42.544748]","{'Type': 'Point', 'coordinates': [-83.189598, 42.544748]}"
Starbucks,Troy,4.0,"[-83.129892, 42.621696]","{'Type': 'Point', 'coordinates': [-83.129892, 42.621696]}"
Starbucks,Madison Heights,2.0,"[-83.108541, 42.528344]","{'Type': 'Point', 'coordinates': [-83.108541, 42.528344]}"
Starbucks,Troy,3.0,"[-83.092488, 42.618268]","{'Type': 'Point', 'coordinates': [-83.092488, 42.618268]}"
Starbucks,Birmingham,2.0,"[-83.210522, 42.547238]","{'Type': 'Point', 'coordinates': [-83.210522, 42.547238]}"
Starbucks,Rochester,2.0,"[-83.128833, 42.634072]","{'Type': 'Point', 'coordinates': [-83.128833, 42.634072]}"
Starbucks,Rochester Hills,2.5,"[-83.132347, 42.6351276]","{'Type': 'Point', 'coordinates': [-83.132347, 42.6351276]}"
Starbucks,Royal Oak,3.5,"[-83.1929003067454, 42.523962]","{'Type': 'Point', 'coordinates': [-83.1929003067454, 42.523962]}"
Starbucks,Rochester Hills,3.0,"[-83.129456, 42.637684]","{'Type': 'Point', 'coordinates': [-83.129456, 42.637684]}"
Starbucks,Royal Oak,3.0,"[-83.183363, 42.515562]","{'Type': 'Point', 'coordinates': [-83.183363, 42.515562]}"
Starbucks,Royal Oak,3.0,"[-83.191618, 42.514677]","{'Type': 'Point', 'coordinates': [-83.191618, 42.514677]}"
Starbucks,Madison Heights,3.0,"[-83.111891, 42.504966]","{'Type': 'Point', 'coordinates': [-83.111891, 42.504966]}"
Starbucks,Royal Oak,5.0,"[-83.119174, 42.501632]","{'Type': 'Point', 'coordinates': [-83.119174, 42.501632]}"
Starbucks,Warren,2.0,"[-83.083083, 42.503572]","{'Type': 'Point', 'coordinates': [-83.083083, 42.503572]}"
Starbucks,Sterling Heights,3.0,"[-83.028675, 42.5612381]","{'Type': 'Point', 'coordinates': [-83.028675, 42.5612381]}"
Starbucks,Royal Oak,3.5,"[-83.144421, 42.48798]","{'Type': 'Point', 'coordinates': [-83.144421, 42.48798]}"
Starbucks,Sterling Heights,3.0,"[-83.026347, 42.556197]","{'Type': 'Point', 'coordinates': [-83.026347, 42.556197]}"
Starbucks,Southfield,3.5,"[-83.225125, 42.512816]","{'Type': 'Point', 'coordinates': [-83.225125, 42.512816]}"
Starbucks,Southfield,2.0,"[-83.222389, 42.510867]","{'Type': 'Point', 'coordinates': [-83.222389, 42.510867]}"
Starbucks,Bloomfield Hills,3.0,"[-83.262073, 42.545862]","{'Type': 'Point', 'coordinates': [-83.262073, 42.545862]}"
Starbucks,Warren,3.5,"[-83.047352, 42.507496]","{'Type': 'Point', 'coordinates': [-83.047352, 42.507496]}"
Starbucks,Bloomfield Hills,3.0,"[-83.263478, 42.60203]","{'Type': 'Point', 'coordinates': [-83.263478, 42.60203]}"
Starbucks,Bloomfield,4.0,"[-83.28164, 42.580989]","{'Type': 'Point', 'coordinates': [-83.28164, 42.580989]}"
