Name,City,Raiting,Coordinates,Geometry
Starbucks,Needham,2.5,"[-71.235089, 42.293251]","{'Type': 'Point', 'coordinates': [-71.235089, 42.293251]}"
Starbucks,Newton,3.0,"[-71.21441, 42.309545]","{'Type': 'Point', 'coordinates': [-71.21441, 42.309545]}"
Starbucks,Waban,4.5,"[-71.230225, 42.326429]","{'Type': 'Point', 'coordinates': [-71.230225, 42.326429]}"
Starbucks,Newton,3.0,"[-71.25647, 42.325457]","{'Type': 'Point', 'coordinates': [-71.25647, 42.325457]}"
Starbucks,Newton Centre,3.0,"[-71.194979, 42.3302449]","{'Type': 'Point', 'coordinates': [-71.194979, 42.3302449]}"
Starbucks,Wellesley,3.0,"[-71.2952887, 42.2976611]","{'Type': 'Point', 'coordinates': [-71.2952887, 42.2976611]}"
Starbucks,Wellesley,3.5,"[-71.29641, 42.2959962]","{'Type': 'Point', 'coordinates': [-71.29641, 42.2959962]}"
Starbucks,Chestnut Hill,2.0,"[-71.176385, 42.318682]","{'Type': 'Point', 'coordinates': [-71.176385, 42.318682]}"
Starbucks,Chestnut Hill,2.0,"[-71.175871, 42.321624]","{'Type': 'Point', 'coordinates': [-71.175871, 42.321624]}"
Starbucks,West Roxbury,1.0,"[-71.163313, 42.278689]","{'Type': 'Point', 'coordinates': [-71.163313, 42.278689]}"
Starbucks,Auburndale,3.5,"[-71.24767206, 42.3483974]","{'Type': 'Point', 'coordinates': [-71.24767206, 42.3483974]}"
Starbucks,Chestnut Hill,1.5,"[-71.166355, 42.323766]","{'Type': 'Point', 'coordinates': [-71.166355, 42.323766]}"
Starbucks,West Roxbury,3.0,"[-71.152667, 42.287273]","{'Type': 'Point', 'coordinates': [-71.152667, 42.287273]}"
Starbucks,Dedham,2.5,"[-71.168779, 42.256278]","{'Type': 'Point', 'coordinates': [-71.168779, 42.256278]}"
Starbucks,South Brookline,4.0,"[-71.152066, 42.30326]","{'Type': 'Point', 'coordinates': [-71.152066, 42.30326]}"
Starbucks,Newtonville,2.5,"[-71.207597, 42.350405]","{'Type': 'Point', 'coordinates': [-71.207597, 42.350405]}"
Starbucks,Dedham,2.5,"[-71.179787, 42.235]","{'Type': 'Point', 'coordinates': [-71.179787, 42.235]}"
Starbucks,Westwood,3.0,"[-71.222741, 42.2232109]","{'Type': 'Point', 'coordinates': [-71.222741, 42.2232109]}"
