Name,City,Raiting,Coordinates,Geometry
Starbucks,Arcadia,3.0,"[-118.049150817096, 34.1352865302338]","{'Type': 'Point', 'coordinates': [-118.049150817096, 34.1352865302338]}"
Starbucks,Arcadia,3.5,"[-118.023966, 34.139831]","{'Type': 'Point', 'coordinates': [-118.023966, 34.139831]}"
Starbucks,Arcadia,3.5,"[-118.056968, 34.124846]","{'Type': 'Point', 'coordinates': [-118.056968, 34.124846]}"
Starbucks,Arcadia,2.5,"[-118.057675, 34.125026]","{'Type': 'Point', 'coordinates': [-118.057675, 34.125026]}"
Starbucks,Arcadia,3.5,"[-118.024842, 34.151554]","{'Type': 'Point', 'coordinates': [-118.024842, 34.151554]}"
Starbucks,Monrovia,4.0,"[-118.012973, 34.140509]","{'Type': 'Point', 'coordinates': [-118.012973, 34.140509]}"
Starbucks,Monrovia,3.0,"[-118.01828, 34.15082]","{'Type': 'Point', 'coordinates': [-118.01828, 34.15082]}"
Starbucks,Pasadena,3.0,"[-118.072984, 34.142289]","{'Type': 'Point', 'coordinates': [-118.072984, 34.142289]}"
Starbucks,Sierra Madre,3.5,"[-118.052916, 34.162413]","{'Type': 'Point', 'coordinates': [-118.052916, 34.162413]}"
Starbucks,San Gabriel,2.5,"[-118.07236, 34.12272]","{'Type': 'Point', 'coordinates': [-118.07236, 34.12272]}"
Starbucks,Pasadena,3.0,"[-118.07312, 34.150451]","{'Type': 'Point', 'coordinates': [-118.07312, 34.150451]}"
Starbucks,Arcadia,3.0,"[-118.031281, 34.10759]","{'Type': 'Point', 'coordinates': [-118.031281, 34.10759]}"
Starbucks,Pasadena,3.0,"[-118.075527, 34.151014]","{'Type': 'Point', 'coordinates': [-118.075527, 34.151014]}"
Starbucks,Monrovia,2.5,"[-118.005053108989, 34.1406106310485]","{'Type': 'Point', 'coordinates': [-118.005053108989, 34.1406106310485]}"
Starbucks,Monrovia,3.0,"[-118.00509667, 34.14078333]","{'Type': 'Point', 'coordinates': [-118.00509667, 34.14078333]}"
Starbucks,Arcadia,2.0,"[-118.022932, 34.107665]","{'Type': 'Point', 'coordinates': [-118.022932, 34.107665]}"
Starbucks,Pasadena,3.0,"[-118.080422414304, 34.1502827771446]","{'Type': 'Point', 'coordinates': [-118.080422414304, 34.1502827771446]}"
Starbucks,Pasadena,2.5,"[-118.08414, 34.146828]","{'Type': 'Point', 'coordinates': [-118.08414, 34.146828]}"
Starbucks,Monrovia,4.0,"[-118.001991, 34.150188]","{'Type': 'Point', 'coordinates': [-118.001991, 34.150188]}"
Starbucks,Monrovia,5.0,"[-118.002405, 34.151016]","{'Type': 'Point', 'coordinates': [-118.002405, 34.151016]}"
Starbucks,Pasadena,3.5,"[-118.09104, 34.12775]","{'Type': 'Point', 'coordinates': [-118.09104, 34.12775]}"
Starbucks,Temple City,3.5,"[-118.074074, 34.103758]","{'Type': 'Point', 'coordinates': [-118.074074, 34.103758]}"
Starbucks,Pasadena,2.5,"[-118.093839, 34.150175]","{'Type': 'Point', 'coordinates': [-118.093839, 34.150175]}"
Starbucks,El Monte,2.5,"[-118.054171, 34.089697]","{'Type': 'Point', 'coordinates': [-118.054171, 34.089697]}"
Starbucks,Duarte,4.0,"[-117.982956, 34.13779]","{'Type': 'Point', 'coordinates': [-117.982956, 34.13779]}"
Starbucks,Pasadena,3.0,"[-118.102122, 34.147638]","{'Type': 'Point', 'coordinates': [-118.102122, 34.147638]}"
Starbucks,Duarte,2.5,"[-117.977878, 34.139959]","{'Type': 'Point', 'coordinates': [-117.977878, 34.139959]}"
Starbucks,San Marino,3.5,"[-118.105844, 34.122327]","{'Type': 'Point', 'coordinates': [-118.105844, 34.122327]}"
Starbucks,Rosemead,3.0,"[-118.06435, 34.08143]","{'Type': 'Point', 'coordinates': [-118.06435, 34.08143]}"
Starbucks,El Monte,2.5,"[-118.040478, 34.076922]","{'Type': 'Point', 'coordinates': [-118.040478, 34.076922]}"
Starbucks,Duarte,3.0,"[-117.971164, 34.1295182247492]","{'Type': 'Point', 'coordinates': [-117.971164, 34.1295182247492]}"
Starbucks,Pasadena,3.0,"[-118.115493, 34.14621]","{'Type': 'Point', 'coordinates': [-118.115493, 34.14621]}"
Starbucks,Rosemead,3.0,"[-118.072623, 34.074904]","{'Type': 'Point', 'coordinates': [-118.072623, 34.074904]}"
Starbucks,Rosemead,2.0,"[-118.072975, 34.07455]","{'Type': 'Point', 'coordinates': [-118.072975, 34.07455]}"
Starbucks,Pasadena,4.0,"[-118.121543, 34.148848]","{'Type': 'Point', 'coordinates': [-118.121543, 34.148848]}"
Starbucks,Pasadena,3.5,"[-118.112575, 34.16899]","{'Type': 'Point', 'coordinates': [-118.112575, 34.16899]}"
Starbucks,El Monte,3.5,"[-118.068073, 34.07158]","{'Type': 'Point', 'coordinates': [-118.068073, 34.07158]}"
Starbucks,El Monte,4.0,"[-118.021477, 34.069094]","{'Type': 'Point', 'coordinates': [-118.021477, 34.069094]}"
Starbucks,San Gabriel,3.0,"[-118.096902, 34.080387]","{'Type': 'Point', 'coordinates': [-118.096902, 34.080387]}"
