Name,City,Raiting,Coordinates,Geometry
Starbucks,Buford,3.0,"[-83.984659, 34.074362]","{'Type': 'Point', 'coordinates': [-83.984659, 34.074362]}"
Starbucks,Buford,3.0,"[-83.984355, 34.065212]","{'Type': 'Point', 'coordinates': [-83.984355, 34.065212]}"
Starbucks,Buford,1.0,"[-83.984361, 34.065221]","{'Type': 'Point', 'coordinates': [-83.984361, 34.065221]}"
Starbucks,Buford,2.5,"[-83.956005, 34.143463]","{'Type': 'Point', 'coordinates': [-83.956005, 34.143463]}"
Starbucks,Dacula,1.0,"[-83.930359, 34.051133]","{'Type': 'Point', 'coordinates': [-83.930359, 34.051133]}"
Starbucks,Dacula,2.5,"[-83.91303, 34.07004]","{'Type': 'Point', 'coordinates': [-83.91303, 34.07004]}"
Starbucks,Suwanee,3.5,"[-84.072336, 34.063804]","{'Type': 'Point', 'coordinates': [-84.072336, 34.063804]}"
Starbucks,Sugar Hill,2.5,"[-84.076873, 34.121723]","{'Type': 'Point', 'coordinates': [-84.076873, 34.121723]}"
Starbucks,Suwanee,2.0,"[-84.052673, 34.034705]","{'Type': 'Point', 'coordinates': [-84.052673, 34.034705]}"
Starbucks,Lawrenceville,3.5,"[-83.98656, 34.004821]","{'Type': 'Point', 'coordinates': [-83.98656, 34.004821]}"
Starbucks,Suwanee,3.0,"[-84.090841, 34.0513158773589]","{'Type': 'Point', 'coordinates': [-84.090841, 34.0513158773589]}"
Starbucks,Flowery Branch,2.0,"[-83.910537, 34.180413]","{'Type': 'Point', 'coordinates': [-83.910537, 34.180413]}"
Starbucks,Suwanee,4.0,"[-84.038271, 34.003491]","{'Type': 'Point', 'coordinates': [-84.038271, 34.003491]}"
Starbucks,Dacula,3.0,"[-83.905839, 34.001261]","{'Type': 'Point', 'coordinates': [-83.905839, 34.001261]}"
Starbucks,Dacula,4.0,"[-83.905687, 33.999395]","{'Type': 'Point', 'coordinates': [-83.905687, 33.999395]}"
