Name,City,Raiting,Coordinates,Geometry
Starbucks,Tampa,2.5,"[-82.488459, 27.981044]","{'Type': 'Point', 'coordinates': [-82.488459, 27.981044]}"
Starbucks,Tampa,3.5,"[-82.454937, 27.996598]","{'Type': 'Point', 'coordinates': [-82.454937, 27.996598]}"
Starbucks,Tampa,3.5,"[-82.505122, 27.960235]","{'Type': 'Point', 'coordinates': [-82.505122, 27.960235]}"
Starbucks,Tampa,3.5,"[-82.505319, 28.04046]","{'Type': 'Point', 'coordinates': [-82.505319, 28.04046]}"
Starbucks,Tampa,3.0,"[-82.532505, 27.983407]","{'Type': 'Point', 'coordinates': [-82.532505, 27.983407]}"
Starbucks,Tampa,2.0,"[-82.5197217658956, 27.964726]","{'Type': 'Point', 'coordinates': [-82.5197217658956, 27.964726]}"
Starbucks,Tampa,3.0,"[-82.50836, 27.956869]","{'Type': 'Point', 'coordinates': [-82.50836, 27.956869]}"
Starbucks,Tampa,3.0,"[-82.53233634, 27.97663118]","{'Type': 'Point', 'coordinates': [-82.53233634, 27.97663118]}"
Starbucks,Tampa,5.0,"[-82.53465913, 27.98038705]","{'Type': 'Point', 'coordinates': [-82.53465913, 27.98038705]}"
Starbucks,Tampa,1.0,"[-82.533195, 27.977133]","{'Type': 'Point', 'coordinates': [-82.533195, 27.977133]}"
Starbucks,Tampa,3.0,"[-82.5324936, 27.9775848]","{'Type': 'Point', 'coordinates': [-82.5324936, 27.9775848]}"
Starbucks,Tampa,4.0,"[-82.53841423, 27.97958088]","{'Type': 'Point', 'coordinates': [-82.53841423, 27.97958088]}"
Starbucks,Tampa,3.0,"[-82.4759672, 27.94451]","{'Type': 'Point', 'coordinates': [-82.4759672, 27.94451]}"
Starbucks,Tampa,4.0,"[-82.468103, 27.945165]","{'Type': 'Point', 'coordinates': [-82.468103, 27.945165]}"
Starbucks,Tampa,2.0,"[-82.4486606691373, 27.9504885932293]","{'Type': 'Point', 'coordinates': [-82.4486606691373, 27.9504885932293]}"
Starbucks,Tampa,2.5,"[-82.458005, 27.946205]","{'Type': 'Point', 'coordinates': [-82.458005, 27.946205]}"
Starbucks,Tampa,3.0,"[-82.524525, 27.956547]","{'Type': 'Point', 'coordinates': [-82.524525, 27.956547]}"
Starbucks,Tampa,3.0,"[-82.5329030892773, 27.9600913834516]","{'Type': 'Point', 'coordinates': [-82.5329030892773, 27.9600913834516]}"
Starbucks,Tampa,2.0,"[-82.4554443, 27.9416065]","{'Type': 'Point', 'coordinates': [-82.4554443, 27.9416065]}"
Starbucks,Tampa,2.5,"[-82.455084, 27.941982]","{'Type': 'Point', 'coordinates': [-82.455084, 27.941982]}"
Starbucks,Tampa,3.5,"[-82.541332, 28.0325674]","{'Type': 'Point', 'coordinates': [-82.541332, 28.0325674]}"
Starbucks,Tampa,4.0,"[-82.483189, 27.936264]","{'Type': 'Point', 'coordinates': [-82.483189, 27.936264]}"
Starbucks,Tampa,4.5,"[-82.454, 27.94088]","{'Type': 'Point', 'coordinates': [-82.454, 27.94088]}"
Starbucks,Tampa,3.5,"[-82.459176, 27.937832]","{'Type': 'Point', 'coordinates': [-82.459176, 27.937832]}"
Starbucks,Tampa,4.5,"[-82.454791, 27.938751]","{'Type': 'Point', 'coordinates': [-82.454791, 27.938751]}"
Starbucks,Tampa,3.0,"[-82.44253, 28.053978]","{'Type': 'Point', 'coordinates': [-82.44253, 28.053978]}"
Starbucks,Tampa,3.0,"[-82.54835, 28.027892]","{'Type': 'Point', 'coordinates': [-82.54835, 28.027892]}"
Starbucks,Tampa,2.5,"[-82.5274424, 27.9450049]","{'Type': 'Point', 'coordinates': [-82.5274424, 27.9450049]}"
Starbucks,Tampa,3.5,"[-82.523544, 27.9441949663269]","{'Type': 'Point', 'coordinates': [-82.523544, 27.9441949663269]}"
Starbucks,Tampa,2.0,"[-82.50546077, 27.93104597]","{'Type': 'Point', 'coordinates': [-82.50546077, 27.93104597]}"
Starbucks,Tampa,4.0,"[-82.499251, 27.919913]","{'Type': 'Point', 'coordinates': [-82.499251, 27.919913]}"
Starbucks,Tampa,4.0,"[-82.565775, 27.968005]","{'Type': 'Point', 'coordinates': [-82.565775, 27.968005]}"
Starbucks,Tampa,4.0,"[-82.507425, 28.078423]","{'Type': 'Point', 'coordinates': [-82.507425, 28.078423]}"
Starbucks,Tampa,2.0,"[-82.4181582033634, 28.0600830039537]","{'Type': 'Point', 'coordinates': [-82.4181582033634, 28.0600830039537]}"
Starbucks,Tampa,3.5,"[-82.426607, 28.067112]","{'Type': 'Point', 'coordinates': [-82.426607, 28.067112]}"
Starbucks,Tampa,3.0,"[-82.41221, 28.059719]","{'Type': 'Point', 'coordinates': [-82.41221, 28.059719]}"
Starbucks,Tampa,3.5,"[-82.580954, 27.9963703]","{'Type': 'Point', 'coordinates': [-82.580954, 27.9963703]}"
Starbucks,Tampa,3.5,"[-82.400521, 28.054859]","{'Type': 'Point', 'coordinates': [-82.400521, 28.054859]}"
Starbucks,Tampa,5.0,"[-82.40988, 28.065777]","{'Type': 'Point', 'coordinates': [-82.40988, 28.065777]}"
Starbucks,Tampa,1.0,"[-82.5051, 28.088628]","{'Type': 'Point', 'coordinates': [-82.5051, 28.088628]}"
Starbucks,Tampa,3.5,"[-82.582138, 28.043259]","{'Type': 'Point', 'coordinates': [-82.582138, 28.043259]}"
Starbucks,Tampa,2.5,"[-82.503151, 27.895098]","{'Type': 'Point', 'coordinates': [-82.503151, 27.895098]}"
Starbucks,Tampa,3.5,"[-82.503659, 27.8940562807909]","{'Type': 'Point', 'coordinates': [-82.503659, 27.8940562807909]}"
Starbucks,Tampa,3.5,"[-82.576636, 28.0688250049973]","{'Type': 'Point', 'coordinates': [-82.576636, 28.0688250049973]}"
Starbucks,Tampa,2.5,"[-82.613226, 28.016211]","{'Type': 'Point', 'coordinates': [-82.613226, 28.016211]}"
Starbucks,Tampa,4.0,"[-82.3674739, 28.069663]","{'Type': 'Point', 'coordinates': [-82.3674739, 28.069663]}"
Starbucks,Riverview,3.0,"[-82.349252, 27.914489]","{'Type': 'Point', 'coordinates': [-82.349252, 27.914489]}"
Starbucks,Tampa,4.0,"[-82.64787322, 28.03289134]","{'Type': 'Point', 'coordinates': [-82.64787322, 28.03289134]}"
Starbucks,Tampa,3.0,"[-82.633287, 28.069376]","{'Type': 'Point', 'coordinates': [-82.633287, 28.069376]}"
