Name,City,Raiting,Coordinates,Geometry
Starbucks,Falls Church,3.5,"[-77.174146, 38.884702]","{'Type': 'Point', 'coordinates': [-77.174146, 38.884702]}"
Starbucks,Falls Church,1.0,"[-77.17363, 38.883835]","{'Type': 'Point', 'coordinates': [-77.17363, 38.883835]}"
Starbucks,Falls Church,3.0,"[-77.188322, 38.8944244178787]","{'Type': 'Point', 'coordinates': [-77.188322, 38.8944244178787]}"
Starbucks,Falls Church,3.5,"[-77.151657, 38.869627]","{'Type': 'Point', 'coordinates': [-77.151657, 38.869627]}"
Starbucks,Falls Church,2.0,"[-77.195576, 38.86465]","{'Type': 'Point', 'coordinates': [-77.195576, 38.86465]}"
Starbucks,Falls Church,3.5,"[-77.203898, 38.902563]","{'Type': 'Point', 'coordinates': [-77.203898, 38.902563]}"
Starbucks,Falls Church,3.5,"[-77.144639, 38.869747]","{'Type': 'Point', 'coordinates': [-77.144639, 38.869747]}"
Starbucks,Arlington,3.5,"[-77.1381318569183, 38.897283]","{'Type': 'Point', 'coordinates': [-77.1381318569183, 38.897283]}"
Starbucks,Falls Church,1.5,"[-77.14179, 38.86837]","{'Type': 'Point', 'coordinates': [-77.14179, 38.86837]}"
Starbucks,Arlington,1.0,"[-77.1266519785693, 38.8888281008785]","{'Type': 'Point', 'coordinates': [-77.1266519785693, 38.8888281008785]}"
Starbucks,McLean,3.5,"[-77.150329, 38.9198136]","{'Type': 'Point', 'coordinates': [-77.150329, 38.9198136]}"
Starbucks,McLean,1.5,"[-77.2017103213506, 38.9224157118842]","{'Type': 'Point', 'coordinates': [-77.2017103213506, 38.9224157118842]}"
Starbucks,Mclean,2.5,"[-77.201797, 38.922522]","{'Type': 'Point', 'coordinates': [-77.201797, 38.922522]}"
Starbucks,Merrifield,5.0,"[-77.228773, 38.881981]","{'Type': 'Point', 'coordinates': [-77.228773, 38.881981]}"
Starbucks,Falls Church,2.0,"[-77.22784, 38.87298]","{'Type': 'Point', 'coordinates': [-77.22784, 38.87298]}"
Starbucks,Fairfax,2.5,"[-77.22907751, 38.87317201]","{'Type': 'Point', 'coordinates': [-77.22907751, 38.87317201]}"
Starbucks,Falls Church,3.5,"[-77.225749, 38.866614]","{'Type': 'Point', 'coordinates': [-77.225749, 38.866614]}"
Starbucks,Arlington,3.0,"[-77.118939, 38.898417]","{'Type': 'Point', 'coordinates': [-77.118939, 38.898417]}"
Starbucks,Fairfax,3.0,"[-77.229865, 38.872998]","{'Type': 'Point', 'coordinates': [-77.229865, 38.872998]}"
Starbucks,Arlington,3.5,"[-77.11646312, 38.8823003]","{'Type': 'Point', 'coordinates': [-77.11646312, 38.8823003]}"
Starbucks,Mclean,3.0,"[-77.180202, 38.932783]","{'Type': 'Point', 'coordinates': [-77.180202, 38.932783]}"
Starbucks,Arlington,2.5,"[-77.114373, 38.8805327692409]","{'Type': 'Point', 'coordinates': [-77.114373, 38.8805327692409]}"
Starbucks,McLean,2.5,"[-77.178458, 38.933532]","{'Type': 'Point', 'coordinates': [-77.178458, 38.933532]}"
Starbucks,McLean,3.0,"[-77.220763, 38.918413]","{'Type': 'Point', 'coordinates': [-77.220763, 38.918413]}"
Starbucks,McLean,3.0,"[-77.220684, 38.918398]","{'Type': 'Point', 'coordinates': [-77.220684, 38.918398]}"
Starbucks,Mclean,2.0,"[-77.220684, 38.918398]","{'Type': 'Point', 'coordinates': [-77.220684, 38.918398]}"
Starbucks,Mclean,3.0,"[-77.213093, 38.924426]","{'Type': 'Point', 'coordinates': [-77.213093, 38.924426]}"
Starbucks,McLean,2.5,"[-77.22248, 38.918372]","{'Type': 'Point', 'coordinates': [-77.22248, 38.918372]}"
Starbucks,McLean,4.5,"[-77.2122393751301, 38.9243504701434]","{'Type': 'Point', 'coordinates': [-77.2122393751301, 38.9243504701434]}"
Starbucks,Arlington,2.0,"[-77.111398, 38.88143]","{'Type': 'Point', 'coordinates': [-77.111398, 38.88143]}"
Starbucks,Arlington,3.5,"[-77.1102165762122, 38.8878694520311]","{'Type': 'Point', 'coordinates': [-77.1102165762122, 38.8878694520311]}"
Starbucks,Falls Church,3.0,"[-77.156582, 38.836188]","{'Type': 'Point', 'coordinates': [-77.156582, 38.836188]}"
Starbucks,McLean,3.5,"[-77.224298, 38.923506]","{'Type': 'Point', 'coordinates': [-77.224298, 38.923506]}"
Starbucks,Arlington,2.5,"[-77.103613, 38.883032]","{'Type': 'Point', 'coordinates': [-77.103613, 38.883032]}"
Starbucks,Falls Church,2.0,"[-77.120496, 38.8478017]","{'Type': 'Point', 'coordinates': [-77.120496, 38.8478017]}"
Starbucks,Annandale,2.0,"[-77.200798, 38.832364]","{'Type': 'Point', 'coordinates': [-77.200798, 38.832364]}"
Starbucks,Mclean,4.5,"[-77.233374, 38.921901]","{'Type': 'Point', 'coordinates': [-77.233374, 38.921901]}"
Starbucks,Vienna,3.0,"[-77.236287, 38.921614]","{'Type': 'Point', 'coordinates': [-77.236287, 38.921614]}"
Starbucks,Mclean,2.5,"[-77.227811, 38.929843]","{'Type': 'Point', 'coordinates': [-77.227811, 38.929843]}"
Starbucks,Falls Church,2.0,"[-77.11864, 38.844795]","{'Type': 'Point', 'coordinates': [-77.11864, 38.844795]}"
Starbucks,Arlington,3.0,"[-77.0965763, 38.896585]","{'Type': 'Point', 'coordinates': [-77.0965763, 38.896585]}"
Starbucks,Alexandria,2.5,"[-77.162017, 38.823218]","{'Type': 'Point', 'coordinates': [-77.162017, 38.823218]}"
Starbucks,Arlington,2.5,"[-77.09077, 38.88845]","{'Type': 'Point', 'coordinates': [-77.09077, 38.88845]}"
Starbucks,Vienna,3.5,"[-77.239292, 38.928256]","{'Type': 'Point', 'coordinates': [-77.239292, 38.928256]}"
Starbucks,Alexandria,2.5,"[-77.125601, 38.830851]","{'Type': 'Point', 'coordinates': [-77.125601, 38.830851]}"
Starbucks,"Washington, DC",2.5,"[-77.10282, 38.926726]","{'Type': 'Point', 'coordinates': [-77.10282, 38.926726]}"
Starbucks,Fairfax,3.0,"[-77.260925, 38.871347]","{'Type': 'Point', 'coordinates': [-77.260925, 38.871347]}"
Starbucks,Fairfax,3.5,"[-77.261316, 38.871972]","{'Type': 'Point', 'coordinates': [-77.261316, 38.871972]}"
Starbucks,Arlington,3.0,"[-77.08594, 38.890131]","{'Type': 'Point', 'coordinates': [-77.08594, 38.890131]}"
Starbucks,Vienna,3.5,"[-77.2592524492787, 38.9066509678907]","{'Type': 'Point', 'coordinates': [-77.2592524492787, 38.9066509678907]}"
